model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
    1143
       5
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources
   0.631413E+14   0.200087E+07   0.123001E+07   0.364533E+11    0.49596477E+04   0.388355E+12   0.336278E+20  -0.145947E-20  -0.673767E+25
   0.631413E+14   0.200087E+07   0.123007E+07   0.360062E+11    0.49595564E+04   0.385173E+12   0.333467E+20  -0.146068E-20  -0.673799E+25
   0.631413E+14   0.200087E+07   0.123012E+07   0.355534E+11    0.49594630E+04   0.381936E+12   0.330687E+20  -0.146190E-20  -0.673853E+25
   0.631413E+14   0.200087E+07   0.123018E+07   0.351092E+11    0.49593705E+04   0.378748E+12   0.327911E+20  -0.146310E-20  -0.673854E+25
   0.631413E+14   0.200087E+07   0.123024E+07   0.346650E+11    0.49592771E+04   0.375546E+12   0.325140E+20  -0.146430E-20  -0.673887E+25
   0.631413E+14   0.200087E+07   0.123030E+07   0.342399E+11    0.49591869E+04   0.372469E+12   0.322426E+20  -0.146543E-20  -0.673925E+25
   0.631413E+14   0.200087E+07   0.123035E+07   0.338093E+11    0.49590946E+04   0.369339E+12   0.319737E+20  -0.146658E-20  -0.673961E+25
   0.631413E+14   0.200087E+07   0.123041E+07   0.333868E+11    0.49590033E+04   0.366256E+12   0.317049E+20  -0.146770E-20  -0.673981E+25
   0.631413E+14   0.200087E+07   0.123047E+07   0.329644E+11    0.49589111E+04   0.363159E+12   0.314376E+20  -0.146882E-20  -0.674018E+25
   0.631413E+14   0.200087E+07   0.123052E+07   0.325601E+11    0.49588220E+04   0.360184E+12   0.311749E+20  -0.146988E-20  -0.673993E+25
   0.631413E+14   0.200087E+07   0.123058E+07   0.321506E+11    0.49587309E+04   0.357158E+12   0.309116E+20  -0.147095E-20  -0.674009E+25
   0.631413E+14   0.200087E+07   0.123064E+07   0.317489E+11    0.49586408E+04   0.354176E+12   0.306516E+20  -0.147199E-20  -0.674045E+25
   0.631413E+14   0.200087E+07   0.123069E+07   0.313471E+11    0.49585497E+04   0.351181E+12   0.303933E+20  -0.147303E-20  -0.674067E+25
   0.631413E+14   0.200087E+07   0.123075E+07   0.309627E+11    0.49584618E+04   0.348304E+12   0.301388E+20  -0.147402E-20  -0.674120E+25
   0.631413E+14   0.200087E+07   0.123080E+07   0.305733E+11    0.49583719E+04   0.345378E+12   0.298881E+20  -0.147501E-20  -0.674136E+25
   0.631413E+14   0.200087E+07   0.123086E+07   0.301912E+11    0.49582828E+04   0.342494E+12   0.296364E+20  -0.147597E-20  -0.674179E+25
   0.631413E+14   0.200087E+07   0.123092E+07   0.298091E+11    0.49581929E+04   0.339598E+12   0.293864E+20  -0.147693E-20  -0.674217E+25
   0.631413E+14   0.200087E+07   0.123097E+07   0.294436E+11    0.49581062E+04   0.336816E+12   0.291406E+20  -0.147784E-20  -0.674238E+25
   0.631413E+14   0.200087E+07   0.123103E+07   0.290732E+11    0.49580174E+04   0.333986E+12   0.288977E+20  -0.147875E-20  -0.674277E+25
   0.631413E+14   0.200087E+07   0.123108E+07   0.287098E+11    0.49579295E+04   0.331197E+12   0.286548E+20  -0.147964E-20  -0.674317E+25
   0.631413E+14   0.200087E+07   0.123114E+07   0.283464E+11    0.49578408E+04   0.328397E+12   0.284128E+20  -0.148052E-20  -0.674346E+25
   0.631413E+14   0.200087E+07   0.123119E+07   0.279989E+11    0.49577551E+04   0.325707E+12   0.281752E+20  -0.148135E-20  -0.674383E+25
   0.631413E+14   0.200087E+07   0.123124E+07   0.276467E+11    0.49576675E+04   0.331656E+12   0.286917E+20  -0.148218E-20  -0.674440E+25
   0.631413E+14   0.200087E+07   0.123130E+07   0.273011E+11    0.49575807E+04   0.328886E+12   0.284502E+20  -0.148299E-20  -0.674449E+25
   0.631413E+14   0.200087E+07   0.123135E+07   0.269555E+11    0.49574931E+04   0.326105E+12   0.282100E+20  -0.148379E-20  -0.674491E+25
   0.631413E+14   0.200087E+07   0.123141E+07   0.266250E+11    0.49574086E+04   0.323434E+12   0.279742E+20  -0.148454E-20  -0.674544E+25
   0.631413E+14   0.200087E+07   0.123146E+07   0.262901E+11    0.49573221E+04   0.320716E+12   0.277408E+20  -0.148529E-20  -0.674568E+25
   0.631413E+14   0.200087E+07   0.123151E+07   0.259615E+11    0.49572364E+04   0.318038E+12   0.275076E+20  -0.148602E-20  -0.674591E+25
   0.631413E+14   0.200087E+07   0.123157E+07   0.256328E+11    0.49571500E+04   0.315349E+12   0.272751E+20  -0.148674E-20  -0.674654E+25
   0.631413E+14   0.200087E+07   0.123162E+07   0.253186E+11    0.49570666E+04   0.312766E+12   0.270471E+20  -0.148741E-20  -0.674670E+25
   0.631413E+14   0.200087E+07   0.123167E+07   0.250000E+11    0.49569812E+04   0.310138E+12   0.268215E+20  -0.148808E-20  -0.674700E+25
   0.631413E+14   0.200087E+07   0.123173E+07   0.246875E+11    0.49568967E+04   0.307548E+12   0.265956E+20  -0.148873E-20  -0.674746E+25
   0.631413E+14   0.200087E+07   0.123178E+07   0.243750E+11    0.49568113E+04   0.304947E+12   0.263710E+20  -0.148937E-20  -0.674784E+25
   0.631413E+14   0.200087E+07   0.123183E+07   0.240761E+11    0.49567290E+04   0.302451E+12   0.261506E+20  -0.148996E-20  -0.674820E+25
   0.631413E+14   0.200087E+07   0.123188E+07   0.237732E+11    0.49566448E+04   0.299909E+12   0.259325E+20  -0.149055E-20  -0.674857E+25
   0.631413E+14   0.200087E+07   0.123194E+07   0.234760E+11    0.49565613E+04   0.297404E+12   0.257141E+20  -0.149112E-20  -0.674833E+25
   0.631413E+14   0.200087E+07   0.123199E+07   0.231788E+11    0.49564771E+04   0.294889E+12   0.254946E+20  -0.149167E-20  -0.674884E+25
   0.631413E+14   0.200087E+07   0.123204E+07   0.228946E+11    0.49563959E+04   0.292475E+12   0.252813E+20  -0.149219E-20  -0.674910E+25
   0.631413E+14   0.200087E+07   0.123209E+07   0.226066E+11    0.49563128E+04   0.290017E+12   0.250704E+20  -0.149270E-20  -0.674942E+25
   0.631413E+14   0.200087E+07   0.123214E+07   0.223239E+11    0.49562304E+04   0.287595E+12   0.248593E+20  -0.149318E-20  -0.675000E+25
   0.631413E+14   0.200087E+07   0.123219E+07   0.220413E+11    0.49561473E+04   0.285163E+12   0.246491E+20  -0.149365E-20  -0.675027E+25
   0.631413E+14   0.200087E+07   0.123225E+07   0.217711E+11    0.49560672E+04   0.282829E+12   0.244430E+20  -0.149409E-20  -0.675077E+25
   0.631413E+14   0.200087E+07   0.123230E+07   0.214972E+11    0.49559851E+04   0.280452E+12   0.242392E+20  -0.149451E-20  -0.675109E+25
   0.631413E+14   0.200087E+07   0.123235E+07   0.212284E+11    0.49559039E+04   0.278110E+12   0.240349E+20  -0.149492E-20  -0.675145E+25
   0.631413E+14   0.200087E+07   0.123240E+07   0.209596E+11    0.49558219E+04   0.275758E+12   0.238317E+20  -0.149531E-20  -0.675182E+25
   0.631413E+14   0.200087E+07   0.123245E+07   0.207026E+11    0.49557428E+04   0.273501E+12   0.236322E+20  -0.149566E-20  -0.675228E+25
   0.631413E+14   0.200087E+07   0.123250E+07   0.204422E+11    0.49556619E+04   0.271203E+12   0.234352E+20  -0.149601E-20  -0.675278E+25
   0.631413E+14   0.200087E+07   0.123255E+07   0.201865E+11    0.49555817E+04   0.268938E+12   0.232379E+20  -0.149633E-20  -0.675315E+25
   0.631413E+14   0.200087E+07   0.123260E+07   0.199309E+11    0.49555008E+04   0.266663E+12   0.230414E+20  -0.149663E-20  -0.675363E+25
   0.631413E+14   0.200087E+07   0.123265E+07   0.196866E+11    0.49554228E+04   0.264481E+12   0.228486E+20  -0.149691E-20  -0.675391E+25
   0.631413E+14   0.200087E+07   0.123270E+07   0.194389E+11    0.49553429E+04   0.262258E+12   0.226579E+20  -0.149717E-20  -0.675447E+25
   0.631413E+14   0.200087E+07   0.123275E+07   0.191958E+11    0.49552638E+04   0.260068E+12   0.224669E+20  -0.149741E-20  -0.675474E+25
   0.631413E+14   0.200087E+07   0.123280E+07   0.189527E+11    0.49551840E+04   0.257869E+12   0.222770E+20  -0.149763E-20  -0.675518E+25
   0.631413E+14   0.200087E+07   0.123285E+07   0.187204E+11    0.49551070E+04   0.255758E+12   0.220905E+20  -0.149782E-20  -0.675507E+25
   0.631413E+14   0.200087E+07   0.123290E+07   0.184849E+11    0.49550282E+04   0.253609E+12   0.219044E+20  -0.149800E-20  -0.675562E+25
   0.631413E+14   0.200087E+07   0.123295E+07   0.182537E+11    0.49549502E+04   0.251491E+12   0.217197E+20  -0.149816E-20  -0.675608E+25
   0.631413E+14   0.200087E+07   0.123299E+07   0.180225E+11    0.49548714E+04   0.249365E+12   0.215361E+20  -0.149830E-20  -0.675639E+25
   0.631413E+14   0.200087E+07   0.123304E+07   0.178016E+11    0.49547954E+04   0.247324E+12   0.213559E+20  -0.149841E-20  -0.675700E+25
   0.631413E+14   0.200087E+07   0.123309E+07   0.175776E+11    0.49547177E+04   0.245246E+12   0.211777E+20  -0.149851E-20  -0.675730E+25
   0.631413E+14   0.200087E+07   0.123314E+07   0.173578E+11    0.49546407E+04   0.243198E+12   0.209992E+20  -0.149858E-20  -0.675779E+25
   0.631413E+14   0.200087E+07   0.123319E+07   0.171379E+11    0.49545630E+04   0.241141E+12   0.208216E+20  -0.149864E-20  -0.675815E+25
   0.631413E+14   0.200087E+07   0.123324E+07   0.169279E+11    0.49544881E+04   0.239168E+12   0.206471E+20  -0.149867E-20  -0.675868E+25
   0.631413E+14   0.200087E+07   0.123328E+07   0.167149E+11    0.49544114E+04   0.237158E+12   0.204748E+20  -0.149868E-20  -0.675913E+25
   0.631413E+14   0.200087E+07   0.123333E+07   0.165058E+11    0.49543354E+04   0.235178E+12   0.203022E+20  -0.149868E-20  -0.675960E+25
   0.631413E+14   0.200087E+07   0.123338E+07   0.162968E+11    0.49542588E+04   0.233189E+12   0.201304E+20  -0.149865E-20  -0.675995E+25
   0.631413E+14   0.200087E+07   0.123343E+07   0.160970E+11    0.49541849E+04   0.231281E+12   0.199617E+20  -0.149860E-20  -0.676048E+25
   0.631413E+14   0.200087E+07   0.123347E+07   0.158945E+11    0.49541092E+04   0.229338E+12   0.197952E+20  -0.149853E-20  -0.676092E+25
   0.631413E+14   0.200087E+07   0.123352E+07   0.156957E+11    0.49540343E+04   0.227423E+12   0.196283E+20  -0.149844E-20  -0.676134E+25
   0.631413E+14   0.200087E+07   0.123357E+07   0.154969E+11    0.49539586E+04   0.225499E+12   0.194621E+20  -0.149832E-20  -0.676148E+25
   0.631413E+14   0.200087E+07   0.123361E+07   0.153069E+11    0.49538857E+04   0.223654E+12   0.192978E+20  -0.149820E-20  -0.676181E+25
   0.631413E+14   0.200087E+07   0.123366E+07   0.151143E+11    0.49538111E+04   0.221776E+12   0.191366E+20  -0.149804E-20  -0.676241E+25
   0.631413E+14   0.200087E+07   0.123371E+07   0.149253E+11    0.49537372E+04   0.219924E+12   0.189753E+20  -0.149787E-20  -0.676279E+25
   0.631413E+14   0.200087E+07   0.123375E+07   0.147362E+11    0.49536626E+04   0.218064E+12   0.188146E+20  -0.149767E-20  -0.676328E+25
   0.631413E+14   0.200087E+07   0.123380E+07   0.145556E+11    0.49535907E+04   0.216280E+12   0.186570E+20  -0.149746E-20  -0.676371E+25
   0.631413E+14   0.200087E+07   0.123385E+07   0.143724E+11    0.49535171E+04   0.214463E+12   0.185013E+20  -0.149723E-20  -0.676418E+25
   0.631413E+14   0.200087E+07   0.123389E+07   0.141926E+11    0.49534441E+04   0.212672E+12   0.183450E+20  -0.149697E-20  -0.676483E+25
   0.631413E+14   0.200087E+07   0.123394E+07   0.140129E+11    0.49533705E+04   0.210874E+12   0.181898E+20  -0.149669E-20  -0.676515E+25
   0.631413E+14   0.200087E+07   0.123398E+07   0.138411E+11    0.49532996E+04   0.209149E+12   0.180373E+20  -0.149640E-20  -0.676576E+25
   0.631413E+14   0.200087E+07   0.123403E+07   0.136670E+11    0.49532270E+04   0.207392E+12   0.178868E+20  -0.149608E-20  -0.676611E+25
   0.631413E+14   0.200087E+07   0.123407E+07   0.134960E+11    0.49531551E+04   0.205660E+12   0.177358E+20  -0.149574E-20  -0.676668E+25
   0.631413E+14   0.200087E+07   0.123412E+07   0.133250E+11    0.49530825E+04   0.203921E+12   0.175856E+20  -0.149538E-20  -0.676713E+25
   0.631413E+14   0.200087E+07   0.123416E+07   0.131617E+11    0.49530125E+04   0.202253E+12   0.174383E+20  -0.149501E-20  -0.676726E+25
   0.631413E+14   0.200087E+07   0.123421E+07   0.129961E+11    0.49529409E+04   0.200554E+12   0.172915E+20  -0.149461E-20  -0.676770E+25
   0.631413E+14   0.200087E+07   0.123425E+07   0.128335E+11    0.49528699E+04   0.198879E+12   0.171455E+20  -0.149419E-20  -0.676838E+25
   0.631413E+14   0.200087E+07   0.123430E+07   0.126709E+11    0.49527983E+04   0.197198E+12   0.170004E+20  -0.149374E-20  -0.676876E+25
   0.631413E+14   0.200087E+07   0.123434E+07   0.125156E+11    0.49527293E+04   0.195585E+12   0.168578E+20  -0.149329E-20  -0.676929E+25
   0.631413E+14   0.200087E+07   0.123439E+07   0.123581E+11    0.49526587E+04   0.193942E+12   0.167170E+20  -0.149280E-20  -0.676986E+25
   0.631413E+14   0.200087E+07   0.123443E+07   0.122035E+11    0.49525887E+04   0.192323E+12   0.165758E+20  -0.149230E-20  -0.677035E+25
   0.631413E+14   0.200087E+07   0.123447E+07   0.120489E+11    0.49525181E+04   0.190696E+12   0.164354E+20  -0.149177E-20  -0.677087E+25
   0.631413E+14   0.200087E+07   0.123452E+07   0.119013E+11    0.49524500E+04   0.189137E+12   0.162976E+20  -0.149124E-20  -0.677143E+25
   0.631413E+14   0.200087E+07   0.123456E+07   0.117515E+11    0.49523803E+04   0.187548E+12   0.161615E+20  -0.149067E-20  -0.677191E+25
   0.631413E+14   0.200087E+07   0.123461E+07   0.116045E+11    0.49523113E+04   0.185982E+12   0.160250E+20  -0.149009E-20  -0.677244E+25
   0.631413E+14   0.200087E+07   0.123465E+07   0.114575E+11    0.49522417E+04   0.184410E+12   0.158893E+20  -0.148948E-20  -0.677333E+25
   0.631413E+14   0.200087E+07   0.123469E+07   0.113171E+11    0.49521745E+04   0.187402E+12   0.161434E+20  -0.148887E-20  -0.677372E+25
   0.631413E+14   0.200087E+07   0.123473E+07   0.111746E+11    0.49521058E+04   0.185828E+12   0.160084E+20  -0.148822E-20  -0.677418E+25
   0.631413E+14   0.200087E+07   0.123478E+07   0.110348E+11    0.49520377E+04   0.184277E+12   0.158733E+20  -0.148755E-20  -0.677452E+25
   0.631413E+14   0.200087E+07   0.123482E+07   0.108950E+11    0.49519690E+04   0.182719E+12   0.157379E+20  -0.148686E-20  -0.677509E+25
   0.631413E+14   0.200087E+07   0.123486E+07   0.107615E+11    0.49519028E+04   0.181224E+12   0.156058E+20  -0.148617E-20  -0.677558E+25
   0.631413E+14   0.200087E+07   0.123491E+07   0.106261E+11    0.49518350E+04   0.179702E+12   0.154754E+20  -0.148544E-20  -0.677613E+25
   0.631413E+14   0.200087E+07   0.123495E+07   0.104931E+11    0.49517679E+04   0.178202E+12   0.153446E+20  -0.148469E-20  -0.677679E+25
   0.631413E+14   0.200087E+07   0.123499E+07   0.103602E+11    0.49517001E+04   0.176695E+12   0.152146E+20  -0.148392E-20  -0.677734E+25
   0.631413E+14   0.200087E+07   0.123503E+07   0.102332E+11    0.49516348E+04   0.175251E+12   0.150869E+20  -0.148315E-20  -0.677780E+25
   0.631413E+14   0.200087E+07   0.123507E+07   0.101044E+11    0.49515681E+04   0.173779E+12   0.149607E+20  -0.148233E-20  -0.247914E+25
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources       fluxes
   0.789333E+14   0.250130E+07   0.000000E+00   0.100000E+16    0.55020522E+04   0.142537E+16   0.440004-269  -0.226144E-04  -0.141604E+20
   0.789333E+14   0.250130E+07   0.564838E+02   0.100000E+16    0.55020522E+04   0.142537E+16   0.120386E+29  -0.226144E-04   0.000000E+00
   0.789333E+14   0.250130E+07   0.169451E+03   0.100000E+16    0.55020522E+04   0.142537E+16   0.120386E+29  -0.226144E-04   0.291237E+21
   0.789333E+14   0.250130E+07   0.282419E+03   0.100000E+16    0.55020520E+04   0.142537E+16   0.120386E+29  -0.226144E-04  -0.146612E+21
   0.789333E+14   0.250130E+07   0.395387E+03   0.100000E+16    0.55020519E+04   0.142537E+16   0.120386E+29  -0.226144E-04  -0.732902E+20
   0.789333E+14   0.250130E+07   0.564838E+03   0.100000E+16    0.55020513E+04   0.142537E+16   0.120386E+29  -0.226144E-04   0.102888E+22
   0.789333E+14   0.250130E+07   0.790773E+03   0.999999E+15    0.55020509E+04   0.142537E+16   0.120386E+29  -0.226144E-04  -0.228628E+22
   0.789333E+14   0.250130E+07   0.101671E+04   0.999999E+15    0.55020499E+04   0.142537E+16   0.120386E+29  -0.226144E-04   0.233440E+22
   0.789333E+14   0.250130E+07   0.124264E+04   0.999999E+15    0.55020491E+04   0.142537E+16   0.120386E+29  -0.226144E-04  -0.244924E+22
   0.789333E+14   0.250130E+07   0.150347E+04   0.999998E+15    0.55020473E+04   0.142537E+16   0.120386E+29  -0.226143E-04  -0.982353E+21
   0.789333E+14   0.250130E+07   0.179919E+04   0.999997E+15    0.55020458E+04   0.142537E+16   0.120386E+29  -0.226143E-04   0.443643E+22
   0.789333E+14   0.250130E+07   0.209491E+04   0.999996E+15    0.55020436E+04   0.142537E+16   0.120385E+29  -0.226143E-04   0.313865E+22
   0.789333E+14   0.250130E+07   0.239063E+04   0.999995E+15    0.55020416E+04   0.142537E+16   0.120385E+29  -0.226142E-04  -0.854894E+22
   0.789333E+14   0.250130E+07   0.273089E+04   0.999994E+15    0.55020376E+04   0.142537E+16   0.120385E+29  -0.226142E-04   0.109013E+23
   0.789333E+14   0.250130E+07   0.311568E+04   0.999992E+15    0.55020341E+04   0.142537E+16   0.120385E+29  -0.226141E-04  -0.172615E+23
   0.789333E+14   0.250130E+07   0.350047E+04   0.999990E+15    0.55020295E+04   0.142536E+16   0.120385E+29  -0.226140E-04   0.529911E+22
   0.789333E+14   0.250130E+07   0.388526E+04   0.999988E+15    0.55020252E+04   0.142536E+16   0.120384E+29  -0.226139E-04   0.220255E+23
   0.789333E+14   0.250130E+07   0.431907E+04   0.999985E+15    0.55020176E+04   0.142536E+16   0.120384E+29  -0.226138E-04  -0.147172E+23
   0.789333E+14   0.250130E+07   0.480190E+04   0.999982E+15    0.55020109E+04   0.142535E+16   0.120384E+29  -0.226137E-04   0.451351E+22
   0.789333E+14   0.250130E+07   0.528473E+04   0.999979E+15    0.55020025E+04   0.142535E+16   0.120383E+29  -0.226135E-04   0.707380E+22
   0.789333E+14   0.250130E+07   0.576756E+04   0.999975E+15    0.55019945E+04   0.142535E+16   0.120383E+29  -0.226134E-04   0.313280E+23
   0.789333E+14   0.250130E+07   0.630188E+04   0.999969E+15    0.55019813E+04   0.142534E+16   0.120382E+29  -0.226132E-04  -0.422004E+23
   0.789333E+14   0.250130E+07   0.688767E+04   0.999964E+15    0.55019697E+04   0.142533E+16   0.120381E+29  -0.226130E-04   0.137954E+23
   0.789333E+14   0.250130E+07   0.747346E+04   0.999958E+15    0.55019555E+04   0.142533E+16   0.120381E+29  -0.226127E-04  -0.139963E+23
   0.789333E+14   0.250130E+07   0.805926E+04   0.999953E+15    0.55019420E+04   0.142532E+16   0.120380E+29  -0.226125E-04   0.342174E+21
   0.789333E+14   0.250130E+07   0.869835E+04   0.999943E+15    0.55019209E+04   0.142531E+16   0.120379E+29  -0.226121E-04   0.421011E+23
   0.789333E+14   0.250130E+07   0.939074E+04   0.999935E+15    0.55019022E+04   0.142530E+16   0.120378E+29  -0.226117E-04  -0.459236E+23
   0.789333E+14   0.250130E+07   0.100831E+05   0.999926E+15    0.55018801E+04   0.142529E+16   0.120376E+29  -0.226114E-04  -0.114627E+23
   0.789333E+14   0.250130E+07   0.107755E+05   0.999917E+15    0.55018586E+04   0.142528E+16   0.120375E+29  -0.226110E-04  -0.856413E+23
   0.789333E+14   0.250130E+07   0.115229E+05   0.999903E+15    0.55018269E+04   0.142526E+16   0.120374E+29  -0.226104E-04   0.812619E+23
   0.789333E+14   0.250130E+07   0.123251E+05   0.999891E+15    0.55017985E+04   0.142525E+16   0.120372E+29  -0.226099E-04   0.124460E+24
   0.789333E+14   0.250130E+07   0.131274E+05   0.999877E+15    0.55017656E+04   0.142523E+16   0.120370E+29  -0.226093E-04  -0.624564E+22
   0.789333E+14   0.250130E+07   0.139297E+05   0.999863E+15    0.55017334E+04   0.142521E+16   0.120368E+29  -0.226087E-04  -0.449499E+23
   0.789333E+14   0.250130E+07   0.147885E+05   0.999843E+15    0.55016878E+04   0.142519E+16   0.120366E+29  -0.226079E-04   0.264655E+23
   0.789333E+14   0.250130E+07   0.157039E+05   0.999825E+15    0.55016465E+04   0.142517E+16   0.120363E+29  -0.226072E-04  -0.608744E+23
   0.789333E+14   0.250130E+07   0.166193E+05   0.999805E+15    0.55015994E+04   0.142515E+16   0.120361E+29  -0.226063E-04  -0.764298E+23
   0.789333E+14   0.250130E+07   0.175346E+05   0.999785E+15    0.55015533E+04   0.142512E+16   0.120358E+29  -0.226055E-04  -0.273713E+23
   0.789333E+14   0.250130E+07   0.185081E+05   0.999758E+15    0.55014898E+04   0.142509E+16   0.120355E+29  -0.226044E-04   0.196720E+24
   0.789333E+14   0.250130E+07   0.195396E+05   0.999733E+15    0.55014319E+04   0.142506E+16   0.120351E+29  -0.226033E-04   0.678536E+23
   0.789333E+14   0.250130E+07   0.205712E+05   0.999705E+15    0.55013668E+04   0.142503E+16   0.120348E+29  -0.226022E-04  -0.271269E+24
   0.789333E+14   0.250130E+07   0.216027E+05   0.999677E+15    0.55013028E+04   0.142500E+16   0.120344E+29  -0.226010E-04  -0.401082E+23
   0.789333E+14   0.250130E+07   0.226938E+05   0.999640E+15    0.55012169E+04   0.142496E+16   0.120340E+29  -0.225995E-04  -0.110817E+24
   0.789333E+14   0.250130E+07   0.238446E+05   0.999607E+15    0.55011382E+04   0.142492E+16   0.120335E+29  -0.225981E-04   0.824038E+23
   0.789333E+14   0.250130E+07   0.249953E+05   0.999569E+15    0.55010506E+04   0.142487E+16   0.120330E+29  -0.225965E-04  -0.450645E+24
   0.789333E+14   0.250130E+07   0.261461E+05   0.999532E+15    0.55009643E+04   0.142483E+16   0.120325E+29  -0.225950E-04   0.351035E+24
   0.789333E+14   0.250130E+07   0.273579E+05   0.999483E+15    0.55008509E+04   0.142477E+16   0.120319E+29  -0.225930E-04  -0.222779E+24
   0.789333E+14   0.250130E+07   0.286309E+05   0.999438E+15    0.55007464E+04   0.142472E+16   0.120313E+29  -0.225911E-04   0.286245E+23
   0.789333E+14   0.250130E+07   0.299038E+05   0.999388E+15    0.55006312E+04   0.142466E+16   0.120307E+29  -0.225890E-04  -0.118798E+24
   0.789333E+14   0.250130E+07   0.311767E+05   0.999339E+15    0.55005174E+04   0.142461E+16   0.120300E+29  -0.225870E-04  -0.304606E+24
   0.789333E+14   0.250130E+07   0.325121E+05   0.999276E+15    0.55003707E+04   0.142453E+16   0.120292E+29  -0.225844E-04   0.373055E+24
   0.789333E+14   0.250130E+07   0.339101E+05   0.999218E+15    0.55002349E+04   0.142447E+16   0.120284E+29  -0.225820E-04  -0.508535E+24
   0.789333E+14   0.250130E+07   0.353080E+05   0.999154E+15    0.55000863E+04   0.142439E+16   0.120276E+29  -0.225793E-04  -0.885161E+23
   0.789333E+14   0.250130E+07   0.367060E+05   0.999091E+15    0.54999393E+04   0.142432E+16   0.120267E+29  -0.225767E-04  -0.578802E+24
   0.789333E+14   0.250130E+07   0.381678E+05   0.999010E+15    0.54997528E+04   0.142423E+16   0.120257E+29  -0.225734E-04  -0.290780E+23
   0.789333E+14   0.250130E+07   0.396936E+05   0.998936E+15    0.54995794E+04   0.142414E+16   0.120247E+29  -0.225703E-04   0.108819E+24
   0.789333E+14   0.250130E+07   0.412194E+05   0.998855E+15    0.54993909E+04   0.142405E+16   0.120236E+29  -0.225669E-04  -0.883808E+24
   0.789333E+14   0.250130E+07   0.427451E+05   0.998774E+15    0.54992043E+04   0.142395E+16   0.120226E+29  -0.225636E-04   0.108501E+25
   0.789333E+14   0.250130E+07   0.443361E+05   0.998674E+15    0.54989707E+04   0.142384E+16   0.120213E+29  -0.225594E-04  -0.769506E+24
   0.789333E+14   0.250130E+07   0.459924E+05   0.998580E+15    0.54987528E+04   0.142373E+16   0.120200E+29  -0.225555E-04   0.481671E+24
   0.789333E+14   0.250130E+07   0.476487E+05   0.998478E+15    0.54985173E+04   0.142361E+16   0.120187E+29  -0.225513E-04  -0.742464E+23
   0.789333E+14   0.250130E+07   0.493049E+05   0.998378E+15    0.54982837E+04   0.142349E+16   0.120173E+29  -0.225472E-04  -0.981964E+24
   0.789333E+14   0.250130E+07   0.510277E+05   0.998254E+15    0.54979952E+04   0.142335E+16   0.120158E+29  -0.225420E-04  -0.280311E+24
   0.789333E+14   0.250130E+07   0.528171E+05   0.998137E+15    0.54977250E+04   0.142321E+16   0.120142E+29  -0.225372E-04   0.119244E+25
   0.789333E+14   0.250130E+07   0.546064E+05   0.998012E+15    0.54974345E+04   0.142307E+16   0.120126E+29  -0.225320E-04  -0.673453E+24
   0.789333E+14   0.250130E+07   0.563958E+05   0.997888E+15    0.54971461E+04   0.142292E+16   0.120109E+29  -0.225269E-04   0.144908E+25
   0.789333E+14   0.250130E+07   0.582530E+05   0.997736E+15    0.54967938E+04   0.142275E+16   0.120090E+29  -0.225206E-04   0.322813E+23
   0.789333E+14   0.250130E+07   0.601779E+05   0.997594E+15    0.54964629E+04   0.142258E+16   0.120070E+29  -0.225147E-04  -0.562625E+24
   0.789333E+14   0.250130E+07   0.621029E+05   0.997441E+15    0.54961086E+04   0.142241E+16   0.120050E+29  -0.225084E-04   0.502784E+24
   0.789333E+14   0.250130E+07   0.640279E+05   0.997290E+15    0.54957568E+04   0.142223E+16   0.120030E+29  -0.225021E-04   0.442382E+24
   0.789333E+14   0.250130E+07   0.660218E+05   0.997107E+15    0.54953312E+04   0.142202E+16   0.120007E+29  -0.224946E-04   0.683312E+24
   0.789333E+14   0.250130E+07   0.680848E+05   0.996934E+15    0.54949303E+04   0.142182E+16   0.119983E+29  -0.224874E-04  -0.652626E+24
   0.789333E+14   0.250130E+07   0.701478E+05   0.996750E+15    0.54945028E+04   0.142161E+16   0.119959E+29  -0.224798E-04   0.344538E+23
   0.789333E+14   0.250130E+07   0.722108E+05   0.996567E+15    0.54940779E+04   0.142139E+16   0.119934E+29  -0.224723E-04   0.787361E+24
   0.789333E+14   0.250130E+07   0.743439E+05   0.996348E+15    0.54935686E+04   0.142114E+16   0.119907E+29  -0.224632E-04  -0.209799E+24
   0.789333E+14   0.250130E+07   0.765472E+05   0.996141E+15    0.54930877E+04   0.142090E+16   0.119878E+29  -0.224547E-04   0.166322E+24
   0.789333E+14   0.250130E+07   0.787505E+05   0.995921E+15    0.54925766E+04   0.142065E+16   0.119849E+29  -0.224456E-04   0.111262E+25
