model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
    1143
       5
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources
   0.315573E+14   0.100001E+07   0.122567E+07   0.856712E+11    0.85196342E+05   0.114415E+14   0.546875E+20  -0.162815E-11
   0.315573E+14   0.100001E+07   0.122574E+07   0.846185E+11    0.85194440E+05   0.113475E+14   0.542117E+20  -0.162715E-11
   0.315573E+14   0.100001E+07   0.122581E+07   0.835561E+11    0.85192502E+05   0.112522E+14   0.537409E+20  -0.162610E-11
   0.315573E+14   0.100001E+07   0.122588E+07   0.825156E+11    0.85190584E+05   0.111586E+14   0.532710E+20  -0.162504E-11
   0.315573E+14   0.100001E+07   0.122595E+07   0.814751E+11    0.85188646E+05   0.110645E+14   0.528040E+20  -0.162395E-11
   0.315573E+14   0.100001E+07   0.122602E+07   0.804741E+11    0.85186763E+05   0.109736E+14   0.523441E+20  -0.162286E-11
   0.315573E+14   0.100001E+07   0.122608E+07   0.794636E+11    0.85184842E+05   0.108815E+14   0.518891E+20  -0.162172E-11
   0.315573E+14   0.100001E+07   0.122615E+07   0.784738E+11    0.85182942E+05   0.107909E+14   0.514348E+20  -0.162058E-11
   0.315573E+14   0.100001E+07   0.122622E+07   0.774840E+11    0.85181022E+05   0.106999E+14   0.509833E+20  -0.161939E-11
   0.315573E+14   0.100001E+07   0.122629E+07   0.765322E+11    0.85179158E+05   0.106120E+14   0.505387E+20  -0.161822E-11
   0.315573E+14   0.100001E+07   0.122636E+07   0.755711E+11    0.85177256E+05   0.105229E+14   0.500989E+20  -0.161700E-11
   0.315573E+14   0.100001E+07   0.122642E+07   0.746295E+11    0.85175374E+05   0.104353E+14   0.496597E+20  -0.161577E-11
   0.315573E+14   0.100001E+07   0.122649E+07   0.736879E+11    0.85173473E+05   0.103473E+14   0.492232E+20  -0.161450E-11
   0.315573E+14   0.100001E+07   0.122656E+07   0.727829E+11    0.85171627E+05   0.104163E+14   0.487935E+20  -0.161324E-11
   0.315573E+14   0.100001E+07   0.122663E+07   0.718687E+11    0.85169745E+05   0.103288E+14   0.483684E+20  -0.161194E-11
   0.315573E+14   0.100001E+07   0.122669E+07   0.709731E+11    0.85167881E+05   0.102428E+14   0.479438E+20  -0.161062E-11
   0.315573E+14   0.100001E+07   0.122676E+07   0.700774E+11    0.85165999E+05   0.101563E+14   0.475218E+20  -0.160927E-11
   0.315573E+14   0.100001E+07   0.122683E+07   0.692168E+11    0.85164173E+05   0.100730E+14   0.471064E+20  -0.160793E-11
   0.315573E+14   0.100001E+07   0.122689E+07   0.683473E+11    0.85162309E+05   0.998839E+13   0.466956E+20  -0.160654E-11
   0.315573E+14   0.100001E+07   0.122696E+07   0.674953E+11    0.85160464E+05   0.990516E+13   0.462851E+20  -0.160514E-11
   0.315573E+14   0.100001E+07   0.122703E+07   0.666433E+11    0.85158601E+05   0.982157E+13   0.458772E+20  -0.160370E-11
   0.315573E+14   0.100001E+07   0.122709E+07   0.658250E+11    0.85156794E+05   0.974096E+13   0.454757E+20  -0.160228E-11
   0.315573E+14   0.100001E+07   0.122716E+07   0.649981E+11    0.85154950E+05   0.965916E+13   0.450786E+20  -0.160080E-11
   0.315573E+14   0.100001E+07   0.122722E+07   0.641876E+11    0.85153125E+05   0.957866E+13   0.446818E+20  -0.159932E-11
   0.315573E+14   0.100001E+07   0.122729E+07   0.633772E+11    0.85151281E+05   0.949781E+13   0.442874E+20  -0.159779E-11
   0.315573E+14   0.100001E+07   0.122735E+07   0.625991E+11    0.85149493E+05   0.941987E+13   0.438993E+20  -0.159629E-11
   0.315573E+14   0.100001E+07   0.122742E+07   0.618126E+11    0.85147669E+05   0.934076E+13   0.441697E+20  -0.159474E-11
   0.315573E+14   0.100001E+07   0.122748E+07   0.610417E+11    0.85145863E+05   0.926290E+13   0.437804E+20  -0.159317E-11
   0.315573E+14   0.100001E+07   0.122755E+07   0.602708E+11    0.85144039E+05   0.918470E+13   0.433934E+20  -0.159156E-11
   0.315573E+14   0.100001E+07   0.122761E+07   0.595309E+11    0.85142271E+05   0.910934E+13   0.430127E+20  -0.158998E-11
   0.315573E+14   0.100001E+07   0.122768E+07   0.587829E+11    0.85140466E+05   0.903283E+13   0.426362E+20  -0.158834E-11
   0.315573E+14   0.100001E+07   0.122774E+07   0.580496E+11    0.85138679E+05   0.895752E+13   0.422599E+20  -0.158670E-11
   0.315573E+14   0.100001E+07   0.122781E+07   0.573163E+11    0.85136875E+05   0.888189E+13   0.418858E+20  -0.158501E-11
   0.315573E+14   0.100001E+07   0.122787E+07   0.566128E+11    0.85135127E+05   0.880903E+13   0.415178E+20  -0.158335E-11
   0.315573E+14   0.100001E+07   0.122794E+07   0.559014E+11    0.85133342E+05   0.873504E+13   0.411540E+20  -0.158163E-11
   0.315573E+14   0.100001E+07   0.122800E+07   0.552039E+11    0.85131575E+05   0.866220E+13   0.407903E+20  -0.157990E-11
   0.315573E+14   0.100001E+07   0.122806E+07   0.545064E+11    0.85129791E+05   0.858905E+13   0.404286E+20  -0.157813E-11
   0.315573E+14   0.100001E+07   0.122813E+07   0.538375E+11    0.85128063E+05   0.851860E+13   0.400730E+20  -0.157640E-11
   0.315573E+14   0.100001E+07   0.122819E+07   0.531608E+11    0.85126298E+05   0.856787E+13   0.402888E+20  -0.157460E-11
   0.315573E+14   0.100001E+07   0.122825E+07   0.524974E+11    0.85124551E+05   0.849641E+13   0.399322E+20  -0.157279E-11
   0.315573E+14   0.100001E+07   0.122832E+07   0.518340E+11    0.85122787E+05   0.842465E+13   0.395776E+20  -0.157094E-11
   0.315573E+14   0.100001E+07   0.122838E+07   0.511979E+11    0.85121079E+05   0.835556E+13   0.392290E+20  -0.156913E-11
   0.315573E+14   0.100001E+07   0.122844E+07   0.505544E+11    0.85119334E+05   0.828537E+13   0.388844E+20  -0.156725E-11
   0.315573E+14   0.100001E+07   0.122850E+07   0.499234E+11    0.85117607E+05   0.821625E+13   0.385397E+20  -0.156537E-11
   0.315573E+14   0.100001E+07   0.122857E+07   0.492924E+11    0.85115863E+05   0.814685E+13   0.381970E+20  -0.156344E-11
   0.315573E+14   0.100001E+07   0.122863E+07   0.486876E+11    0.85114175E+05   0.808005E+13   0.378601E+20  -0.156155E-11
   0.315573E+14   0.100001E+07   0.122869E+07   0.480756E+11    0.85112450E+05   0.801217E+13   0.375270E+20  -0.155960E-11
   0.315573E+14   0.100001E+07   0.122875E+07   0.474754E+11    0.85110743E+05   0.794532E+13   0.371939E+20  -0.155764E-11
   0.315573E+14   0.100001E+07   0.122881E+07   0.468753E+11    0.85109019E+05   0.787820E+13   0.368627E+20  -0.155563E-11
   0.315573E+14   0.100001E+07   0.122887E+07   0.463001E+11    0.85107351E+05   0.781361E+13   0.365371E+20  -0.155367E-11
   0.315573E+14   0.100001E+07   0.122894E+07   0.457181E+11    0.85105647E+05   0.774796E+13   0.362152E+20  -0.155164E-11
   0.315573E+14   0.100001E+07   0.122900E+07   0.451473E+11    0.85103960E+05   0.768332E+13   0.358933E+20  -0.154961E-11
   0.315573E+14   0.100001E+07   0.122906E+07   0.445765E+11    0.85102256E+05   0.761840E+13   0.355732E+20  -0.154753E-11
   0.315573E+14   0.100001E+07   0.122912E+07   0.440296E+11    0.85100608E+05   0.755595E+13   0.352585E+20  -0.154549E-11
   0.315573E+14   0.100001E+07   0.122918E+07   0.434760E+11    0.85098924E+05   0.749246E+13   0.349475E+20  -0.154338E-11
   0.315573E+14   0.100001E+07   0.122924E+07   0.429331E+11    0.85097257E+05   0.742994E+13   0.346364E+20  -0.154128E-11
   0.315573E+14   0.100001E+07   0.122930E+07   0.423902E+11    0.85095574E+05   0.736716E+13   0.343270E+20  -0.153912E-11
   0.315573E+14   0.100001E+07   0.122936E+07   0.418702E+11    0.85093946E+05   0.730677E+13   0.340229E+20  -0.153701E-11
   0.315573E+14   0.100001E+07   0.122942E+07   0.413438E+11    0.85092282E+05   0.724538E+13   0.337224E+20  -0.153484E-11
   0.315573E+14   0.100001E+07   0.122948E+07   0.408274E+11    0.85090635E+05   0.718492E+13   0.334217E+20  -0.153265E-11
   0.315573E+14   0.100001E+07   0.122954E+07   0.403111E+11    0.85088972E+05   0.712420E+13   0.331227E+20  -0.153043E-11
   0.315573E+14   0.100001E+07   0.122960E+07   0.398166E+11    0.85087364E+05   0.706581E+13   0.328289E+20  -0.152825E-11
   0.315573E+14   0.100001E+07   0.122966E+07   0.393159E+11    0.85085721E+05   0.700645E+13   0.325385E+20  -0.152600E-11
   0.315573E+14   0.100001E+07   0.122972E+07   0.388248E+11    0.85084094E+05   0.694797E+13   0.322479E+20  -0.152374E-11
   0.315573E+14   0.100001E+07   0.122978E+07   0.383337E+11    0.85082451E+05   0.688925E+13   0.319589E+20  -0.152145E-11
   0.315573E+14   0.100001E+07   0.122983E+07   0.378636E+11    0.85080863E+05   0.683279E+13   0.316750E+20  -0.151920E-11
   0.315573E+14   0.100001E+07   0.122989E+07   0.373874E+11    0.85079240E+05   0.677538E+13   0.313944E+20  -0.151688E-11
   0.315573E+14   0.100001E+07   0.122995E+07   0.369204E+11    0.85077633E+05   0.671883E+13   0.311136E+20  -0.151455E-11
   0.315573E+14   0.100001E+07   0.123001E+07   0.364533E+11    0.85076010E+05   0.666204E+13   0.308344E+20  -0.151218E-11
   0.315573E+14   0.100001E+07   0.123007E+07   0.360062E+11    0.85074442E+05   0.660745E+13   0.305600E+20  -0.150987E-11
   0.315573E+14   0.100001E+07   0.123012E+07   0.355534E+11    0.85072839E+05   0.655194E+13   0.302889E+20  -0.150748E-11
   0.315573E+14   0.100001E+07   0.123018E+07   0.351092E+11    0.85071252E+05   0.649725E+13   0.300175E+20  -0.150509E-11
   0.315573E+14   0.100001E+07   0.123024E+07   0.346650E+11    0.85069649E+05   0.644233E+13   0.297477E+20  -0.150265E-11
   0.315573E+14   0.100001E+07   0.123030E+07   0.342399E+11    0.85068101E+05   0.638954E+13   0.294826E+20  -0.150027E-11
   0.315573E+14   0.100001E+07   0.123035E+07   0.338093E+11    0.85066518E+05   0.633586E+13   0.292206E+20  -0.149781E-11
   0.315573E+14   0.100001E+07   0.123041E+07   0.333868E+11    0.85064951E+05   0.628297E+13   0.289584E+20  -0.149535E-11
   0.315573E+14   0.100001E+07   0.123047E+07   0.329644E+11    0.85063368E+05   0.622985E+13   0.286977E+20  -0.149285E-11
   0.315573E+14   0.100001E+07   0.123052E+07   0.325601E+11    0.85061840E+05   0.617882E+13   0.284416E+20  -0.149040E-11
   0.315573E+14   0.100001E+07   0.123058E+07   0.321506E+11    0.85060277E+05   0.612690E+13   0.281884E+20  -0.148788E-11
   0.315573E+14   0.100001E+07   0.123064E+07   0.317489E+11    0.85058729E+05   0.607576E+13   0.279351E+20  -0.148536E-11
   0.315573E+14   0.100001E+07   0.123069E+07   0.313471E+11    0.85057166E+05   0.602439E+13   0.276831E+20  -0.148278E-11
   0.315573E+14   0.100001E+07   0.123075E+07   0.309627E+11    0.85055657E+05   0.597505E+13   0.274357E+20  -0.148027E-11
   0.315573E+14   0.100001E+07   0.123080E+07   0.305733E+11    0.85054114E+05   0.592484E+13   0.271911E+20  -0.147769E-11
   0.315573E+14   0.100001E+07   0.123086E+07   0.301912E+11    0.85052586E+05   0.587538E+13   0.269463E+20  -0.147510E-11
   0.315573E+14   0.100001E+07   0.123092E+07   0.298091E+11    0.85051044E+05   0.582571E+13   0.267029E+20  -0.147246E-11
   0.315573E+14   0.100001E+07   0.123097E+07   0.294436E+11    0.85049554E+05   0.577799E+13   0.264638E+20  -0.146989E-11
   0.315573E+14   0.100001E+07   0.123103E+07   0.290732E+11    0.85048031E+05   0.572945E+13   0.262275E+20  -0.146724E-11
   0.315573E+14   0.100001E+07   0.123108E+07   0.287098E+11    0.85046522E+05   0.568161E+13   0.259910E+20  -0.146459E-11
   0.315573E+14   0.100001E+07   0.123114E+07   0.283464E+11    0.85044999E+05   0.563358E+13   0.257558E+20  -0.146189E-11
   0.315573E+14   0.100001E+07   0.123119E+07   0.279989E+11    0.85043529E+05   0.558744E+13   0.255248E+20  -0.145926E-11
   0.315573E+14   0.100001E+07   0.123124E+07   0.276467E+11    0.85042025E+05   0.568943E+13   0.259708E+20  -0.145655E-11
   0.315573E+14   0.100001E+07   0.123130E+07   0.273011E+11    0.85040536E+05   0.564192E+13   0.257361E+20  -0.145384E-11
   0.315573E+14   0.100001E+07   0.123135E+07   0.269555E+11    0.85039033E+05   0.559422E+13   0.255028E+20  -0.145108E-11
   0.315573E+14   0.100001E+07   0.123141E+07   0.266250E+11    0.85037582E+05   0.554841E+13   0.252736E+20  -0.144839E-11
   0.315573E+14   0.100001E+07   0.123146E+07   0.262901E+11    0.85036098E+05   0.550179E+13   0.250472E+20  -0.144562E-11
   0.315573E+14   0.100001E+07   0.123151E+07   0.259615E+11    0.85034628E+05   0.545585E+13   0.248205E+20  -0.144285E-11
   0.315573E+14   0.100001E+07   0.123157E+07   0.256328E+11    0.85033144E+05   0.540972E+13   0.245951E+20  -0.144003E-11
   0.315573E+14   0.100001E+07   0.123162E+07   0.253186E+11    0.85031712E+05   0.536543E+13   0.243737E+20  -0.143728E-11
   0.315573E+14   0.100001E+07   0.123167E+07   0.250000E+11    0.85030247E+05   0.532034E+13   0.241550E+20  -0.143445E-11
   0.315573E+14   0.100001E+07   0.123173E+07   0.246875E+11    0.85028796E+05   0.527592E+13   0.239360E+20  -0.143162E-11
   0.315573E+14   0.100001E+07   0.123178E+07   0.243750E+11    0.85027332E+05   0.523131E+13   0.237182E+20  -0.142874E-11
   0.315573E+14   0.100001E+07   0.123183E+07   0.240761E+11    0.85025919E+05   0.518848E+13   0.235043E+20  -0.142594E-11
   0.315573E+14   0.100001E+07   0.123188E+07   0.237732E+11    0.85024473E+05   0.514488E+13   0.232930E+20  -0.142306E-11
   0.315573E+14   0.100001E+07   0.123194E+07   0.234760E+11    0.85023041E+05   0.510192E+13   0.230814E+20  -0.142017E-11
   0.315573E+14   0.100001E+07   0.123199E+07   0.231788E+11    0.85021596E+05   0.505878E+13   0.228710E+20  -0.141724E-11
   0.315573E+14   0.100001E+07   0.123204E+07   0.228946E+11    0.85020201E+05   0.501737E+13   0.226644E+20  -0.141439E-11
   0.315573E+14   0.100001E+07   0.123209E+07   0.226066E+11    0.85018775E+05   0.497522E+13   0.224603E+20  -0.141144E-11
   0.315573E+14   0.100001E+07   0.123214E+07   0.223239E+11    0.85017361E+05   0.493367E+13   0.222559E+20  -0.140851E-11
   0.315573E+14   0.100001E+07   0.123219E+07   0.220413E+11    0.85015935E+05   0.489195E+13   0.220527E+20  -0.140552E-11
   0.315573E+14   0.100001E+07   0.123225E+07   0.217711E+11    0.85014559E+05   0.485191E+13   0.218531E+20  -0.140261E-11
   0.315573E+14   0.100001E+07   0.123230E+07   0.214972E+11    0.85013151E+05   0.481115E+13   0.216560E+20  -0.139962E-11
   0.315573E+14   0.100001E+07   0.123235E+07   0.212284E+11    0.85011757E+05   0.477097E+13   0.214585E+20  -0.139663E-11
   0.315573E+14   0.100001E+07   0.123240E+07   0.209596E+11    0.85010349E+05   0.473063E+13   0.212622E+20  -0.139359E-11
   0.315573E+14   0.100001E+07   0.123245E+07   0.207026E+11    0.85008992E+05   0.469191E+13   0.210694E+20  -0.139063E-11
   0.315573E+14   0.100001E+07   0.123250E+07   0.204422E+11    0.85007603E+05   0.465249E+13   0.208790E+20  -0.138758E-11
   0.315573E+14   0.100001E+07   0.123255E+07   0.201865E+11    0.85006227E+05   0.461364E+13   0.206883E+20  -0.138454E-11
   0.315573E+14   0.100001E+07   0.123260E+07   0.199309E+11    0.85004838E+05   0.457463E+13   0.204986E+20  -0.138145E-11
   0.315573E+14   0.100001E+07   0.123265E+07   0.196866E+11    0.85003498E+05   0.453719E+13   0.203125E+20  -0.137845E-11
   0.315573E+14   0.100001E+07   0.123270E+07   0.194389E+11    0.85002128E+05   0.449908E+13   0.201285E+20  -0.137535E-11
   0.315573E+14   0.100001E+07   0.123275E+07   0.191958E+11    0.85000770E+05   0.446151E+13   0.199443E+20  -0.137226E-11
   0.315573E+14   0.100001E+07   0.123280E+07   0.189527E+11    0.84999400E+05   0.442378E+13   0.197611E+20  -0.136912E-11
   0.315573E+14   0.100001E+07   0.123285E+07   0.187204E+11    0.84998078E+05   0.438758E+13   0.195813E+20  -0.136607E-11
   0.315573E+14   0.100001E+07   0.123290E+07   0.184849E+11    0.84996726E+05   0.435072E+13   0.194036E+20  -0.136292E-11
   0.315573E+14   0.100001E+07   0.123295E+07   0.182537E+11    0.84995386E+05   0.431440E+13   0.192257E+20  -0.135979E-11
   0.315573E+14   0.100001E+07   0.123299E+07   0.180225E+11    0.84994034E+05   0.427791E+13   0.190487E+20  -0.135660E-11
   0.315573E+14   0.100001E+07   0.123304E+07   0.178016E+11    0.84992730E+05   0.424291E+13   0.188751E+20  -0.135350E-11
   0.315573E+14   0.100001E+07   0.123309E+07   0.175776E+11    0.84991396E+05   0.420727E+13   0.187035E+20  -0.135031E-11
   0.315573E+14   0.100001E+07   0.123314E+07   0.173578E+11    0.84990074E+05   0.417214E+13   0.185316E+20  -0.134713E-11
   0.315573E+14   0.100001E+07   0.123319E+07   0.171379E+11    0.84988740E+05   0.413686E+13   0.183607E+20  -0.134390E-11
   0.315573E+14   0.100001E+07   0.123324E+07   0.169279E+11    0.84987454E+05   0.410301E+13   0.181930E+20  -0.134076E-11
   0.315573E+14   0.100001E+07   0.123328E+07   0.167149E+11    0.84986138E+05   0.406855E+13   0.180273E+20  -0.133752E-11
   0.315573E+14   0.100001E+07   0.123333E+07   0.165058E+11    0.84984834E+05   0.403458E+13   0.178613E+20  -0.133430E-11
   0.315573E+14   0.100001E+07   0.123338E+07   0.162968E+11    0.84983518E+05   0.400047E+13   0.176963E+20  -0.133102E-11
   0.315573E+14   0.100001E+07   0.123343E+07   0.160970E+11    0.84982249E+05   0.396774E+13   0.175343E+20  -0.132784E-11
   0.315573E+14   0.100001E+07   0.123347E+07   0.158945E+11    0.84980950E+05   0.393441E+13   0.173742E+20  -0.132456E-11
   0.315573E+14   0.100001E+07   0.123352E+07   0.156957E+11    0.84979664E+05   0.390156E+13   0.172139E+20  -0.132129E-11
   0.315573E+14   0.100001E+07   0.123357E+07   0.154969E+11    0.84978366E+05   0.386857E+13   0.170545E+20  -0.131798E-11
   0.315573E+14   0.100001E+07   0.123361E+07   0.153069E+11    0.84977114E+05   0.383693E+13   0.168981E+20  -0.131475E-11
   0.315573E+14   0.100001E+07   0.123366E+07   0.151143E+11    0.84975833E+05   0.380470E+13   0.167435E+20  -0.131144E-11
   0.315573E+14   0.100001E+07   0.123371E+07   0.149253E+11    0.84974564E+05   0.377293E+13   0.165888E+20  -0.130813E-11
   0.315573E+14   0.100001E+07   0.123375E+07   0.147362E+11    0.84973283E+05   0.374103E+13   0.164348E+20  -0.130477E-11
   0.315573E+14   0.100001E+07   0.123380E+07   0.145556E+11    0.84972049E+05   0.371044E+13   0.162837E+20  -0.130151E-11
   0.315573E+14   0.100001E+07   0.123385E+07   0.143724E+11    0.84970785E+05   0.367927E+13   0.161345E+20  -0.129816E-11
   0.315573E+14   0.100001E+07   0.123389E+07   0.141926E+11    0.84969533E+05   0.364856E+13   0.159850E+20  -0.129481E-11
   0.315573E+14   0.100001E+07   0.123394E+07   0.140129E+11    0.84968270E+05   0.361771E+13   0.158364E+20  -0.129141E-11
   0.315573E+14   0.100001E+07   0.123398E+07   0.138411E+11    0.84967052E+05   0.358812E+13   0.156905E+20  -0.128812E-11
   0.315573E+14   0.100001E+07   0.123403E+07   0.136670E+11    0.84965805E+05   0.355799E+13   0.155464E+20  -0.128473E-11
   0.315573E+14   0.100001E+07   0.123407E+07   0.134960E+11    0.84964570E+05   0.352828E+13   0.154021E+20  -0.128134E-11
   0.315573E+14   0.100001E+07   0.123412E+07   0.133250E+11    0.84963324E+05   0.349846E+13   0.152585E+20  -0.127791E-11
   0.315573E+14   0.100001E+07   0.123416E+07   0.131617E+11    0.84962123E+05   0.346985E+13   0.151176E+20  -0.127458E-11
   0.315573E+14   0.100001E+07   0.123421E+07   0.129961E+11    0.84960893E+05   0.344071E+13   0.149785E+20  -0.127115E-11
   0.315573E+14   0.100001E+07   0.123425E+07   0.128335E+11    0.84959675E+05   0.341198E+13   0.148391E+20  -0.126774E-11
   0.315573E+14   0.100001E+07   0.123430E+07   0.126709E+11    0.84958446E+05   0.338314E+13   0.147005E+20  -0.126427E-11
   0.315573E+14   0.100001E+07   0.123434E+07   0.125156E+11    0.84957261E+05   0.335548E+13   0.145645E+20  -0.126091E-11
   0.315573E+14   0.100001E+07   0.123439E+07   0.123581E+11    0.84956048E+05   0.332730E+13   0.144302E+20  -0.125745E-11
   0.315573E+14   0.100001E+07   0.123443E+07   0.122035E+11    0.84954846E+05   0.329952E+13   0.142956E+20  -0.125400E-11
   0.315573E+14   0.100001E+07   0.123447E+07   0.120489E+11    0.84953634E+05   0.327163E+13   0.141618E+20  -0.125050E-11
   0.315573E+14   0.100001E+07   0.123452E+07   0.119013E+11    0.84952465E+05   0.324488E+13   0.140305E+20  -0.124711E-11
   0.315573E+14   0.100001E+07   0.123456E+07   0.117515E+11    0.84951269E+05   0.321764E+13   0.139007E+20  -0.124361E-11
   0.315573E+14   0.100001E+07   0.123461E+07   0.116045E+11    0.84950084E+05   0.319078E+13   0.137708E+20  -0.124013E-11
   0.315573E+14   0.100001E+07   0.123465E+07   0.114575E+11    0.84948888E+05   0.316381E+13   0.136416E+20  -0.123660E-11
   0.315573E+14   0.100001E+07   0.123469E+07   0.113171E+11    0.84947735E+05   0.321508E+13   0.138389E+20  -0.123318E-11
   0.315573E+14   0.100001E+07   0.123473E+07   0.111746E+11    0.84946555E+05   0.318808E+13   0.137106E+20  -0.122966E-11
   0.315573E+14   0.100001E+07   0.123478E+07   0.110348E+11    0.84945386E+05   0.316147E+13   0.135822E+20  -0.122615E-11
   0.315573E+14   0.100001E+07   0.123482E+07   0.108950E+11    0.84944207E+05   0.313474E+13   0.134544E+20  -0.122259E-11
   0.315573E+14   0.100001E+07   0.123486E+07   0.107615E+11    0.84943070E+05   0.310912E+13   0.133290E+20  -0.121914E-11
   0.315573E+14   0.100001E+07   0.123491E+07   0.106261E+11    0.84941906E+05   0.308301E+13   0.132052E+20  -0.121559E-11
   0.315573E+14   0.100001E+07   0.123495E+07   0.104931E+11    0.84940753E+05   0.305728E+13   0.130812E+20  -0.121206E-11
   0.315573E+14   0.100001E+07   0.123499E+07   0.103602E+11    0.84939590E+05   0.303143E+13   0.129578E+20  -0.120847E-11
   0.315573E+14   0.100001E+07   0.123503E+07   0.102332E+11    0.84938468E+05   0.300666E+13   0.128368E+20  -0.120500E-11
   0.315573E+14   0.100001E+07   0.123507E+07   0.101044E+11    0.84937323E+05   0.298141E+13   0.127172E+20  -0.120142E-11
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources       fluxes
   0.473493E+14   0.150044E+07   0.000000E+00   0.100000E+16    0.99458929E+04   0.257661E+16   0.440004-269  -0.789042E-03  -0.492642E+19
   0.473493E+14   0.150044E+07   0.564838E+02   0.100000E+16    0.99458929E+04   0.257661E+16   0.665974E+28  -0.789042E-03   0.000000E+00
   0.473493E+14   0.150044E+07   0.169451E+03   0.100000E+16    0.99458929E+04   0.257661E+16   0.665974E+28  -0.789042E-03   0.191526E+21
   0.473493E+14   0.150044E+07   0.282419E+03   0.100000E+16    0.99458925E+04   0.257661E+16   0.665974E+28  -0.789042E-03  -0.317712E+21
   0.473493E+14   0.150044E+07   0.395387E+03   0.100000E+16    0.99458923E+04   0.257661E+16   0.665974E+28  -0.789042E-03   0.611935E+21
   0.473493E+14   0.150044E+07   0.564838E+03   0.100000E+16    0.99458913E+04   0.257660E+16   0.665973E+28  -0.789041E-03  -0.315526E+21
   0.473493E+14   0.150044E+07   0.790773E+03   0.999999E+15    0.99458905E+04   0.257660E+16   0.665973E+28  -0.789041E-03  -0.651058E+21
   0.473493E+14   0.150044E+07   0.101671E+04   0.999999E+15    0.99458887E+04   0.257660E+16   0.665973E+28  -0.789040E-03   0.158902E+22
   0.473493E+14   0.150044E+07   0.124264E+04   0.999999E+15    0.99458873E+04   0.257660E+16   0.665973E+28  -0.789040E-03  -0.243188E+22
   0.473493E+14   0.150044E+07   0.150347E+04   0.999998E+15    0.99458841E+04   0.257660E+16   0.665972E+28  -0.789039E-03   0.290299E+22
   0.473493E+14   0.150044E+07   0.179919E+04   0.999997E+15    0.99458814E+04   0.257660E+16   0.665972E+28  -0.789038E-03  -0.925717E+21
   0.473493E+14   0.150044E+07   0.209491E+04   0.999996E+15    0.99458773E+04   0.257660E+16   0.665971E+28  -0.789037E-03   0.455578E+21
   0.473493E+14   0.150044E+07   0.239063E+04   0.999995E+15    0.99458737E+04   0.257660E+16   0.665970E+28  -0.789035E-03  -0.580842E+22
   0.473493E+14   0.150044E+07   0.273089E+04   0.999994E+15    0.99458664E+04   0.257659E+16   0.665970E+28  -0.789033E-03   0.135417E+23
   0.473493E+14   0.150044E+07   0.311568E+04   0.999992E+15    0.99458603E+04   0.257659E+16   0.665968E+28  -0.789031E-03  -0.115942E+23
   0.473493E+14   0.150044E+07   0.350047E+04   0.999990E+15    0.99458519E+04   0.257659E+16   0.665967E+28  -0.789028E-03   0.547278E+22
   0.473493E+14   0.150044E+07   0.388526E+04   0.999988E+15    0.99458442E+04   0.257658E+16   0.665966E+28  -0.789025E-03   0.140786E+22
   0.473493E+14   0.150044E+07   0.431907E+04   0.999985E+15    0.99458303E+04   0.257657E+16   0.665964E+28  -0.789020E-03   0.758678E+21
   0.473493E+14   0.150044E+07   0.480190E+04   0.999982E+15    0.99458183E+04   0.257657E+16   0.665961E+28  -0.789016E-03  -0.153545E+23
   0.473493E+14   0.150044E+07   0.528473E+04   0.999979E+15    0.99458030E+04   0.257656E+16   0.665959E+28  -0.789011E-03   0.201599E+23
   0.473493E+14   0.150044E+07   0.576756E+04   0.999975E+15    0.99457885E+04   0.257655E+16   0.665956E+28  -0.789006E-03   0.121749E+23
   0.473493E+14   0.150044E+07   0.630188E+04   0.999969E+15    0.99457646E+04   0.257654E+16   0.665953E+28  -0.788998E-03  -0.538007E+22
   0.473493E+14   0.150044E+07   0.688767E+04   0.999964E+15    0.99457437E+04   0.257653E+16   0.665949E+28  -0.788990E-03   0.214354E+23
   0.473493E+14   0.150044E+07   0.747346E+04   0.999958E+15    0.99457181E+04   0.257652E+16   0.665945E+28  -0.788982E-03  -0.302034E+23
   0.473493E+14   0.150044E+07   0.805926E+04   0.999953E+15    0.99456936E+04   0.257651E+16   0.665940E+28  -0.788973E-03  -0.884521E+22
   0.473493E+14   0.150044E+07   0.869835E+04   0.999943E+15    0.99456555E+04   0.257649E+16   0.665935E+28  -0.788960E-03   0.210649E+22
   0.473493E+14   0.150044E+07   0.939074E+04   0.999935E+15    0.99456217E+04   0.257647E+16   0.665928E+28  -0.788948E-03   0.142417E+23
   0.473493E+14   0.150044E+07   0.100831E+05   0.999926E+15    0.99455817E+04   0.257645E+16   0.665922E+28  -0.788935E-03  -0.237308E+23
