model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.4119630000000E+14   0.130546E+07  -0.997558E+25   0.968102E+04   0.968102E+04  -0.916319E+15
   0.4121730000000E+14   0.130613E+07  -0.992191E+25   0.966797E+04   0.966797E+04  -0.908934E+15
   0.4123830000000E+14   0.130679E+07  -0.986867E+25   0.965497E+04   0.965497E+04  -0.901628E+15
   0.4125930000000E+14   0.130746E+07  -0.981585E+25   0.964203E+04   0.964203E+04  -0.894400E+15
   0.4128030000000E+14   0.130812E+07  -0.976347E+25   0.962914E+04   0.962914E+04  -0.887249E+15
   0.4130130000000E+14   0.130879E+07  -0.971150E+25   0.961630E+04   0.961630E+04  -0.880175E+15
   0.4132230000000E+14   0.130945E+07  -0.965994E+25   0.960351E+04   0.960351E+04  -0.873175E+15
   0.4134330000000E+14   0.131012E+07  -0.960879E+25   0.959077E+04   0.959077E+04  -0.866249E+15
   0.4136430000000E+14   0.131078E+07  -0.955805E+25   0.957809E+04   0.957809E+04  -0.859396E+15
   0.4138530000000E+14   0.131145E+07  -0.950771E+25   0.956545E+04   0.956545E+04  -0.852616E+15
   0.4140630000000E+14   0.131211E+07  -0.945776E+25   0.955286E+04   0.955286E+04  -0.845906E+15
   0.4142730000000E+14   0.131278E+07  -0.940821E+25   0.954032E+04   0.954032E+04  -0.839267E+15
   0.4144830000000E+14   0.131345E+07  -0.935905E+25   0.952784E+04   0.952784E+04  -0.832697E+15
   0.4146930000000E+14   0.131411E+07  -0.931027E+25   0.951540E+04   0.951540E+04  -0.826196E+15
   0.4149030000000E+14   0.131478E+07  -0.926187E+25   0.950301E+04   0.950301E+04  -0.819761E+15
   0.4151130000000E+14   0.131544E+07  -0.921384E+25   0.949066E+04   0.949066E+04  -0.813394E+15
   0.4153230000000E+14   0.131611E+07  -0.916619E+25   0.947837E+04   0.947837E+04  -0.807092E+15
   0.4155330000000E+14   0.131677E+07  -0.911892E+25   0.946612E+04   0.946612E+04  -0.800856E+15
   0.4157430000000E+14   0.131744E+07  -0.907200E+25   0.945392E+04   0.945392E+04  -0.794683E+15
   0.4159530000000E+14   0.131810E+07  -0.902544E+25   0.944177E+04   0.944177E+04  -0.788573E+15
   0.4161630000000E+14   0.131877E+07  -0.897924E+25   0.942967E+04   0.942967E+04  -0.782526E+15
   0.4163730000000E+14   0.131943E+07  -0.893340E+25   0.941761E+04   0.941761E+04  -0.776541E+15
   0.4165830000000E+14   0.132010E+07  -0.888790E+25   0.940559E+04   0.940559E+04  -0.770616E+15
   0.4167930000000E+14   0.132077E+07  -0.884276E+25   0.939363E+04   0.939363E+04  -0.764753E+15
   0.4170030000000E+14   0.132143E+07  -0.879795E+25   0.938170E+04   0.938170E+04  -0.758947E+15
   0.4172130000000E+14   0.132210E+07  -0.875349E+25   0.936983E+04   0.936983E+04  -0.753201E+15
   0.4174230000000E+14   0.132276E+07  -0.870936E+25   0.935800E+04   0.935800E+04  -0.747513E+15
   0.4176330000000E+14   0.132343E+07  -0.866556E+25   0.934621E+04   0.934621E+04  -0.741881E+15
   0.4178430000000E+14   0.132409E+07  -0.862209E+25   0.933447E+04   0.933447E+04  -0.736306E+15
   0.4180530000000E+14   0.132476E+07  -0.857896E+25   0.932277E+04   0.932277E+04  -0.730788E+15
   0.4182630000000E+14   0.132542E+07  -0.853614E+25   0.931112E+04   0.931112E+04  -0.725323E+15
   0.4184730000000E+14   0.132609E+07  -0.849364E+25   0.929951E+04   0.929951E+04  -0.719913E+15
   0.4186830000000E+14   0.132675E+07  -0.845146E+25   0.928794E+04   0.928794E+04  -0.714557E+15
   0.4188930000000E+14   0.132742E+07  -0.840959E+25   0.927641E+04   0.927641E+04  -0.709254E+15
   0.4191030000000E+14   0.132809E+07  -0.836804E+25   0.926493E+04   0.926493E+04  -0.704004E+15
   0.4193130000000E+14   0.132875E+07  -0.832679E+25   0.925349E+04   0.925349E+04  -0.698804E+15
   0.4195230000000E+14   0.132942E+07  -0.828584E+25   0.924210E+04   0.924210E+04  -0.693656E+15
   0.4197330000000E+14   0.133008E+07  -0.824520E+25   0.923074E+04   0.923074E+04  -0.688559E+15
   0.4199430000000E+14   0.133075E+07  -0.820485E+25   0.921943E+04   0.921943E+04  -0.683511E+15
   0.4201530000000E+14   0.133141E+07  -0.816480E+25   0.920816E+04   0.920816E+04  -0.678512E+15
   0.4203630000000E+14   0.133208E+07  -0.812504E+25   0.919693E+04   0.919693E+04  -0.673562E+15
   0.4205730000000E+14   0.133274E+07  -0.808557E+25   0.918574E+04   0.918574E+04  -0.668661E+15
   0.4209930000000E+14   0.133407E+07  -0.800750E+25   0.916348E+04   0.916348E+04  -0.658999E+15
   0.4214130000000E+14   0.133541E+07  -0.793054E+25   0.914139E+04   0.914139E+04  -0.649522E+15
   0.4218330000000E+14   0.133674E+07  -0.785470E+25   0.911945E+04   0.911945E+04  -0.640226E+15
   0.4222530000000E+14   0.133807E+07  -0.777993E+25   0.909767E+04   0.909767E+04  -0.631107E+15
   0.4226730000000E+14   0.133940E+07  -0.770623E+25   0.907605E+04   0.907605E+04  -0.622160E+15
   0.4230930000000E+14   0.134073E+07  -0.763357E+25   0.905458E+04   0.905458E+04  -0.613382E+15
   0.4235130000000E+14   0.134206E+07  -0.756193E+25   0.903326E+04   0.903326E+04  -0.604768E+15
   0.4239330000000E+14   0.134339E+07  -0.749129E+25   0.901209E+04   0.901209E+04  -0.596314E+15
   0.4243530000000E+14   0.134472E+07  -0.742164E+25   0.899107E+04   0.899107E+04  -0.588017E+15
   0.4247730000000E+14   0.134605E+07  -0.735296E+25   0.897020E+04   0.897020E+04  -0.579873E+15
   0.4251930000000E+14   0.134738E+07  -0.728522E+25   0.894947E+04   0.894947E+04  -0.571878E+15
   0.4256130000000E+14   0.134872E+07  -0.721842E+25   0.892888E+04   0.892888E+04  -0.564031E+15
   0.4260330000000E+14   0.135005E+07  -0.715253E+25   0.890843E+04   0.890843E+04  -0.556326E+15
   0.4264530000000E+14   0.135138E+07  -0.708754E+25   0.888813E+04   0.888813E+04  -0.548761E+15
   0.4268730000000E+14   0.135271E+07  -0.702344E+25   0.886796E+04   0.886796E+04  -0.541332E+15
   0.4272930000000E+14   0.135404E+07  -0.696019E+25   0.884793E+04   0.884793E+04  -0.534037E+15
   0.4277130000000E+14   0.135537E+07  -0.689781E+25   0.882804E+04   0.882804E+04  -0.526873E+15
   0.4281330000000E+14   0.135670E+07  -0.683625E+25   0.880827E+04   0.880827E+04  -0.519836E+15
   0.4285530000000E+14   0.135803E+07  -0.677551E+25   0.878864E+04   0.878864E+04  -0.512923E+15
   0.4289730000000E+14   0.135936E+07  -0.671558E+25   0.876915E+04   0.876915E+04  -0.506133E+15
   0.4293930000000E+14   0.136069E+07  -0.665644E+25   0.874978E+04   0.874978E+04  -0.499462E+15
   0.4298130000000E+14   0.136202E+07  -0.659808E+25   0.873053E+04   0.873053E+04  -0.492908E+15
   0.4302330000000E+14   0.136336E+07  -0.654048E+25   0.871142E+04   0.871142E+04  -0.486467E+15
   0.4306530000000E+14   0.136469E+07  -0.648363E+25   0.869243E+04   0.869243E+04  -0.480139E+15
   0.4310730000000E+14   0.136602E+07  -0.642753E+25   0.867356E+04   0.867356E+04  -0.473920E+15
   0.4314930000000E+14   0.136735E+07  -0.637215E+25   0.865482E+04   0.865482E+04  -0.467808E+15
   0.4319130000000E+14   0.136868E+07  -0.631747E+25   0.863619E+04   0.863619E+04  -0.461801E+15
   0.4323330000000E+14   0.137001E+07  -0.626350E+25   0.861769E+04   0.861769E+04  -0.455896E+15
   0.4327530000000E+14   0.137134E+07  -0.621022E+25   0.859930E+04   0.859930E+04  -0.450091E+15
   0.4331730000000E+14   0.137267E+07  -0.615762E+25   0.858103E+04   0.858103E+04  -0.444384E+15
   0.4335930000000E+14   0.137400E+07  -0.610568E+25   0.856288E+04   0.856288E+04  -0.438774E+15
   0.4340130000000E+14   0.137533E+07  -0.605440E+25   0.854484E+04   0.854484E+04  -0.433257E+15
   0.4344330000000E+14   0.137666E+07  -0.600376E+25   0.852692E+04   0.852692E+04  -0.427833E+15
   0.4348530000000E+14   0.137800E+07  -0.595375E+25   0.850911E+04   0.850911E+04  -0.422499E+15
   0.4352730000000E+14   0.137933E+07  -0.590436E+25   0.849141E+04   0.849141E+04  -0.417252E+15
   0.4356930000000E+14   0.138066E+07  -0.585559E+25   0.847382E+04   0.847382E+04  -0.412093E+15
   0.4361130000000E+14   0.138199E+07  -0.580742E+25   0.845633E+04   0.845633E+04  -0.407018E+15
   0.4365330000000E+14   0.138332E+07  -0.575984E+25   0.843896E+04   0.843896E+04  -0.402027E+15
   0.4369530000000E+14   0.138465E+07  -0.571284E+25   0.842169E+04   0.842169E+04  -0.397116E+15
   0.4373730000000E+14   0.138598E+07  -0.566641E+25   0.840453E+04   0.840453E+04  -0.392285E+15
   0.4377930000000E+14   0.138731E+07  -0.562055E+25   0.838747E+04   0.838747E+04  -0.387533E+15
   0.4382130000000E+14   0.138864E+07  -0.557525E+25   0.837052E+04   0.837052E+04  -0.382856E+15
   0.4386330000000E+14   0.138997E+07  -0.553049E+25   0.835367E+04   0.835367E+04  -0.378255E+15
   0.4390530000000E+14   0.139130E+07  -0.548626E+25   0.833692E+04   0.833692E+04  -0.373727E+15
   0.4394730000000E+14   0.139264E+07  -0.544257E+25   0.832027E+04   0.832027E+04  -0.369271E+15
   0.4398930000000E+14   0.139397E+07  -0.539939E+25   0.830372E+04   0.830372E+04  -0.364885E+15
   0.4403130000000E+14   0.139530E+07  -0.535673E+25   0.828727E+04   0.828727E+04  -0.360569E+15
   0.4407330000000E+14   0.139663E+07  -0.531457E+25   0.827091E+04   0.827091E+04  -0.356321E+15
   0.4411530000000E+14   0.139796E+07  -0.527290E+25   0.825465E+04   0.825465E+04  -0.352139E+15
   0.4415730000000E+14   0.139929E+07  -0.523173E+25   0.823849E+04   0.823849E+04  -0.348023E+15
   0.4419930000000E+14   0.140062E+07  -0.519104E+25   0.822242E+04   0.822242E+04  -0.343970E+15
   0.4424130000000E+14   0.140195E+07  -0.515081E+25   0.820645E+04   0.820645E+04  -0.339980E+15
   0.4428330000000E+14   0.140328E+07  -0.511105E+25   0.819057E+04   0.819057E+04  -0.336051E+15
   0.4432530000000E+14   0.140461E+07  -0.507176E+25   0.817478E+04   0.817478E+04  -0.332183E+15
   0.4436730000000E+14   0.140594E+07  -0.503291E+25   0.815908E+04   0.815908E+04  -0.328373E+15
   0.4440930000000E+14   0.140728E+07  -0.499450E+25   0.814347E+04   0.814347E+04  -0.324622E+15
   0.4445130000000E+14   0.140861E+07  -0.495654E+25   0.812795E+04   0.812795E+04  -0.320927E+15
   0.4449330000000E+14   0.140994E+07  -0.491900E+25   0.811252E+04   0.811252E+04  -0.317289E+15
   0.4453530000000E+14   0.141127E+07  -0.488190E+25   0.809717E+04   0.809717E+04  -0.313706E+15
   0.4457730000000E+14   0.141260E+07  -0.484520E+25   0.808192E+04   0.808192E+04  -0.310175E+15
   0.4461930000000E+14   0.141393E+07  -0.480892E+25   0.806675E+04   0.806675E+04  -0.306698E+15
   0.4466130000000E+14   0.141526E+07  -0.477305E+25   0.805166E+04   0.805166E+04  -0.303273E+15
   0.4470330000000E+14   0.141659E+07  -0.473758E+25   0.803666E+04   0.803666E+04  -0.299899E+15
   0.4474530000000E+14   0.141792E+07  -0.470250E+25   0.802174E+04   0.802174E+04  -0.296574E+15
   0.4478730000000E+14   0.141925E+07  -0.466781E+25   0.800691E+04   0.800691E+04  -0.293298E+15
   0.4482930000000E+14   0.142059E+07  -0.463350E+25   0.799215E+04   0.799215E+04  -0.290070E+15
   0.4487130000000E+14   0.142192E+07  -0.459957E+25   0.797748E+04   0.797748E+04  -0.286890E+15
   0.4491330000000E+14   0.142325E+07  -0.456601E+25   0.796289E+04   0.796289E+04  -0.283756E+15
   0.4495530000000E+14   0.142458E+07  -0.453282E+25   0.794838E+04   0.794838E+04  -0.280667E+15
   0.4499730000000E+14   0.142591E+07  -0.449998E+25   0.793394E+04   0.793394E+04  -0.277623E+15
   0.4503930000000E+14   0.142724E+07  -0.446751E+25   0.791959E+04   0.791959E+04  -0.274623E+15
   0.4508130000000E+14   0.142857E+07  -0.443538E+25   0.790531E+04   0.790531E+04  -0.271666E+15
   0.4512330000000E+14   0.142990E+07  -0.440360E+25   0.789111E+04   0.789111E+04  -0.268751E+15
   0.4516530000000E+14   0.143123E+07  -0.437216E+25   0.787699E+04   0.787699E+04  -0.265878E+15
   0.4520730000000E+14   0.143256E+07  -0.434105E+25   0.786294E+04   0.786294E+04  -0.263046E+15
   0.4524930000000E+14   0.143389E+07  -0.431028E+25   0.784897E+04   0.784897E+04  -0.260254E+15
   0.4529130000000E+14   0.143523E+07  -0.427983E+25   0.783507E+04   0.783507E+04  -0.257501E+15
   0.4533330000000E+14   0.143656E+07  -0.424970E+25   0.782125E+04   0.782125E+04  -0.254787E+15
   0.4537530000000E+14   0.143789E+07  -0.421989E+25   0.780749E+04   0.780749E+04  -0.252110E+15
   0.4541730000000E+14   0.143922E+07  -0.419039E+25   0.779381E+04   0.779381E+04  -0.249471E+15
   0.4545930000000E+14   0.144055E+07  -0.416120E+25   0.778020E+04   0.778020E+04  -0.246869E+15
   0.4550130000000E+14   0.144188E+07  -0.413231E+25   0.776667E+04   0.776667E+04  -0.244303E+15
   0.4554330000000E+14   0.144321E+07  -0.410373E+25   0.775320E+04   0.775320E+04  -0.241773E+15
   0.4558530000000E+14   0.144454E+07  -0.407544E+25   0.773980E+04   0.773980E+04  -0.239277E+15
   0.4562730000000E+14   0.144587E+07  -0.404744E+25   0.772648E+04   0.772648E+04  -0.236816E+15
   0.4566930000000E+14   0.144720E+07  -0.401973E+25   0.771322E+04   0.771322E+04  -0.234388E+15
   0.4571130000000E+14   0.144853E+07  -0.399231E+25   0.770003E+04   0.770003E+04  -0.231993E+15
   0.4575330000000E+14   0.144987E+07  -0.396516E+25   0.768690E+04   0.768690E+04  -0.229631E+15
   0.4579530000000E+14   0.145120E+07  -0.393828E+25   0.767385E+04   0.767385E+04  -0.227300E+15
   0.4583730000000E+14   0.145253E+07  -0.391168E+25   0.766086E+04   0.766086E+04  -0.225001E+15
   0.4587930000000E+14   0.145386E+07  -0.388535E+25   0.764793E+04   0.764793E+04  -0.222733E+15
   0.4592130000000E+14   0.145519E+07  -0.385929E+25   0.763507E+04   0.763507E+04  -0.220496E+15
   0.4596330000000E+14   0.145652E+07  -0.383348E+25   0.762228E+04   0.762228E+04  -0.218288E+15
   0.4600530000000E+14   0.145785E+07  -0.380794E+25   0.760955E+04   0.760955E+04  -0.216110E+15
   0.4604730000000E+14   0.145918E+07  -0.378265E+25   0.759688E+04   0.759688E+04  -0.213960E+15
   0.4608930000000E+14   0.146051E+07  -0.375761E+25   0.758428E+04   0.758428E+04  -0.211839E+15
   0.4613130000000E+14   0.146184E+07  -0.373281E+25   0.757173E+04   0.757173E+04  -0.209746E+15
   0.4617330000000E+14   0.146317E+07  -0.370826E+25   0.755926E+04   0.755926E+04  -0.207680E+15
   0.4621530000000E+14   0.146451E+07  -0.368395E+25   0.754684E+04   0.754684E+04  -0.205641E+15
   0.4625730000000E+14   0.146584E+07  -0.365988E+25   0.753448E+04   0.753448E+04  -0.203629E+15
   0.4629930000000E+14   0.146717E+07  -0.363605E+25   0.752218E+04   0.752218E+04  -0.201643E+15
   0.4634130000000E+14   0.146850E+07  -0.361245E+25   0.750994E+04   0.750994E+04  -0.199683E+15
   0.4638330000000E+14   0.146983E+07  -0.358908E+25   0.749777E+04   0.749777E+04  -0.197749E+15
   0.4642530000000E+14   0.147116E+07  -0.356593E+25   0.748565E+04   0.748565E+04  -0.195839E+15
   0.4646730000000E+14   0.147249E+07  -0.354301E+25   0.747359E+04   0.747359E+04  -0.193953E+15
   0.4650930000000E+14   0.147382E+07  -0.352030E+25   0.746159E+04   0.746159E+04  -0.192092E+15
   0.4655130000000E+14   0.147515E+07  -0.349782E+25   0.744965E+04   0.744965E+04  -0.190255E+15
   0.4659330000000E+14   0.147648E+07  -0.347555E+25   0.743776E+04   0.743776E+04  -0.188441E+15
   0.4663530000000E+14   0.147782E+07  -0.345349E+25   0.742593E+04   0.742593E+04  -0.186649E+15
   0.4667730000000E+14   0.147915E+07  -0.343164E+25   0.741416E+04   0.741416E+04  -0.184881E+15
   0.4671930000000E+14   0.148048E+07  -0.341000E+25   0.740244E+04   0.740244E+04  -0.183135E+15
   0.4676130000000E+14   0.148181E+07  -0.338856E+25   0.739078E+04   0.739078E+04  -0.181410E+15
   0.4680330000000E+14   0.148314E+07  -0.336732E+25   0.737917E+04   0.737917E+04  -0.179707E+15
   0.4684530000000E+14   0.148447E+07  -0.334628E+25   0.736762E+04   0.736762E+04  -0.178026E+15
   0.4688730000000E+14   0.148580E+07  -0.332544E+25   0.735612E+04   0.735612E+04  -0.176365E+15
   0.4692930000000E+14   0.148713E+07  -0.330479E+25   0.734467E+04   0.734467E+04  -0.174725E+15
   0.4697130000000E+14   0.148846E+07  -0.328434E+25   0.733328E+04   0.733328E+04  -0.173106E+15
   0.4701330000000E+14   0.148979E+07  -0.326407E+25   0.732194E+04   0.732194E+04  -0.171506E+15
   0.4705530000000E+14   0.149112E+07  -0.324399E+25   0.731065E+04   0.731065E+04  -0.169926E+15
   0.4709730000000E+14   0.149246E+07  -0.322410E+25   0.729942E+04   0.729942E+04  -0.168365E+15
   0.4713930000000E+14   0.149379E+07  -0.320438E+25   0.728824E+04   0.728824E+04  -0.166823E+15
   0.4718130000000E+14   0.149512E+07  -0.318485E+25   0.727710E+04   0.727710E+04  -0.165300E+15
   0.4722330000000E+14   0.149645E+07  -0.316550E+25   0.726602E+04   0.726602E+04  -0.163795E+15
   0.4726530000000E+14   0.149778E+07  -0.314632E+25   0.725499E+04   0.725499E+04  -0.162309E+15
   0.4730730000000E+14   0.149911E+07  -0.312731E+25   0.724401E+04   0.724401E+04  -0.160841E+15
   0.4734930000000E+14   0.150044E+07  -0.310848E+25   0.723308E+04   0.723308E+04  -0.159390E+15
   0.4739130000000E+14   0.150177E+07  -0.308982E+25   0.722220E+04   0.722220E+04  -0.157957E+15
   0.4743330000000E+14   0.150310E+07  -0.307132E+25   0.721137E+04   0.721137E+04  -0.156541E+15
   0.4747530000000E+14   0.150443E+07  -0.305299E+25   0.720058E+04   0.720058E+04  -0.155141E+15
   0.4751730000000E+14   0.150576E+07  -0.303482E+25   0.718985E+04   0.718985E+04  -0.153759E+15
   0.4755930000000E+14   0.150710E+07  -0.301682E+25   0.717916E+04   0.717916E+04  -0.152392E+15
   0.4760130000000E+14   0.150843E+07  -0.299897E+25   0.716852E+04   0.716852E+04  -0.151042E+15
   0.4764330000000E+14   0.150976E+07  -0.298129E+25   0.715793E+04   0.715793E+04  -0.149708E+15
   0.4768530000000E+14   0.151109E+07  -0.296376E+25   0.714738E+04   0.714738E+04  -0.148390E+15
   0.4772730000000E+14   0.151242E+07  -0.294638E+25   0.713688E+04   0.713688E+04  -0.147086E+15
   0.4776930000000E+14   0.151375E+07  -0.292916E+25   0.712643E+04   0.712643E+04  -0.145798E+15
   0.4781130000000E+14   0.151508E+07  -0.291208E+25   0.711602E+04   0.711602E+04  -0.144525E+15
   0.4785330000000E+14   0.151641E+07  -0.289516E+25   0.710566E+04   0.710566E+04  -0.143267E+15
   0.4789530000000E+14   0.151774E+07  -0.287838E+25   0.709534E+04   0.709534E+04  -0.142024E+15
   0.4793730000000E+14   0.151907E+07  -0.286174E+25   0.708507E+04   0.708507E+04  -0.140795E+15
   0.4797930000000E+14   0.152040E+07  -0.284526E+25   0.707484E+04   0.707484E+04  -0.139579E+15
   0.4802130000000E+14   0.152174E+07  -0.282891E+25   0.706466E+04   0.706466E+04  -0.138378E+15
   0.4806330000000E+14   0.152307E+07  -0.281270E+25   0.705452E+04   0.705452E+04  -0.137191E+15
   0.4810530000000E+14   0.152440E+07  -0.279664E+25   0.704442E+04   0.704442E+04  -0.136017E+15
   0.4814730000000E+14   0.152573E+07  -0.278071E+25   0.703437E+04   0.703437E+04  -0.134856E+15
   0.4818930000000E+14   0.152706E+07  -0.276491E+25   0.702436E+04   0.702436E+04  -0.133709E+15
   0.4823130000000E+14   0.152839E+07  -0.274925E+25   0.701439E+04   0.701439E+04  -0.132575E+15
   0.4827330000000E+14   0.152972E+07  -0.273372E+25   0.700447E+04   0.700447E+04  -0.131453E+15
   0.4831530000000E+14   0.153105E+07  -0.271833E+25   0.699459E+04   0.699459E+04  -0.130345E+15
   0.4835730000000E+14   0.153238E+07  -0.270306E+25   0.698474E+04   0.698474E+04  -0.129248E+15
   0.4839930000000E+14   0.153371E+07  -0.268793E+25   0.697494E+04   0.697494E+04  -0.128164E+15
   0.4844130000000E+14   0.153504E+07  -0.267291E+25   0.696518E+04   0.696518E+04  -0.127092E+15
   0.4848330000000E+14   0.153638E+07  -0.265803E+25   0.695547E+04   0.695547E+04  -0.126031E+15
   0.4852530000000E+14   0.153771E+07  -0.264327E+25   0.694579E+04   0.694579E+04  -0.124983E+15
   0.4856730000000E+14   0.153904E+07  -0.262863E+25   0.693615E+04   0.693615E+04  -0.123946E+15
   0.4860930000000E+14   0.154037E+07  -0.261411E+25   0.692655E+04   0.692655E+04  -0.122921E+15
   0.4865130000000E+14   0.154170E+07  -0.259971E+25   0.691700E+04   0.691700E+04  -0.121906E+15
   0.4869330000000E+14   0.154303E+07  -0.258543E+25   0.690748E+04   0.690748E+04  -0.120903E+15
   0.4873530000000E+14   0.154436E+07  -0.257127E+25   0.689800E+04   0.689800E+04  -0.119911E+15
   0.4877730000000E+14   0.154569E+07  -0.255722E+25   0.688856E+04   0.688856E+04  -0.118930E+15
   0.4881930000000E+14   0.154702E+07  -0.254329E+25   0.687916E+04   0.687916E+04  -0.117960E+15
   0.4886130000000E+14   0.154835E+07  -0.252948E+25   0.686980E+04   0.686980E+04  -0.117000E+15
   0.4890330000000E+14   0.154969E+07  -0.251577E+25   0.686047E+04   0.686047E+04  -0.116050E+15
   0.4894530000000E+14   0.155102E+07  -0.250218E+25   0.685119E+04   0.685119E+04  -0.115111E+15
   0.4898730000000E+14   0.155235E+07  -0.248870E+25   0.684194E+04   0.684194E+04  -0.114182E+15
   0.4902930000000E+14   0.155368E+07  -0.247532E+25   0.683273E+04   0.683273E+04  -0.113263E+15
   0.4907130000000E+14   0.155501E+07  -0.246205E+25   0.682356E+04   0.682356E+04  -0.112353E+15
   0.4911330000000E+14   0.155634E+07  -0.244889E+25   0.681442E+04   0.681442E+04  -0.111453E+15
   0.4915530000000E+14   0.155767E+07  -0.243583E+25   0.680532E+04   0.680532E+04  -0.110563E+15
   0.4919730000000E+14   0.155900E+07  -0.242288E+25   0.679625E+04   0.679625E+04  -0.109682E+15
   0.4923930000000E+14   0.156033E+07  -0.241003E+25   0.678722E+04   0.678722E+04  -0.108811E+15
   0.4928130000000E+14   0.156166E+07  -0.239728E+25   0.677823E+04   0.677823E+04  -0.107949E+15
   0.4932330000000E+14   0.156299E+07  -0.238464E+25   0.676927E+04   0.676927E+04  -0.107096E+15
   0.4936530000000E+14   0.156433E+07  -0.237209E+25   0.676035E+04   0.676035E+04  -0.106252E+15
   0.4940730000000E+14   0.156566E+07  -0.235964E+25   0.675146E+04   0.675146E+04  -0.105416E+15
   0.4944930000000E+14   0.156699E+07  -0.234729E+25   0.674261E+04   0.674261E+04  -0.104590E+15
   0.4949130000000E+14   0.156832E+07  -0.233504E+25   0.673380E+04   0.673380E+04  -0.103772E+15
   0.4953330000000E+14   0.156965E+07  -0.232288E+25   0.672501E+04   0.672501E+04  -0.102963E+15
   0.4957530000000E+14   0.157098E+07  -0.231082E+25   0.671627E+04   0.671627E+04  -0.102162E+15
   0.4961730000000E+14   0.157231E+07  -0.229885E+25   0.670755E+04   0.670755E+04  -0.101369E+15
   0.4965930000000E+14   0.157364E+07  -0.228697E+25   0.669887E+04   0.669887E+04  -0.100584E+15
   0.4970130000000E+14   0.157497E+07  -0.227519E+25   0.669022E+04   0.669022E+04  -0.998079E+14
   0.4974330000000E+14   0.157630E+07  -0.226349E+25   0.668161E+04   0.668161E+04  -0.990394E+14
   0.4978530000000E+14   0.157763E+07  -0.225189E+25   0.667303E+04   0.667303E+04  -0.982787E+14
   0.4982730000000E+14   0.157897E+07  -0.224037E+25   0.666448E+04   0.666448E+04  -0.975258E+14
   0.4986930000000E+14   0.158030E+07  -0.222894E+25   0.665597E+04   0.665597E+04  -0.967805E+14
   0.4991130000000E+14   0.158163E+07  -0.221760E+25   0.664748E+04   0.664748E+04  -0.960429E+14
   0.4995330000000E+14   0.158296E+07  -0.220635E+25   0.663904E+04   0.663904E+04  -0.953127E+14
   0.4999530000000E+14   0.158429E+07  -0.219518E+25   0.663062E+04   0.663062E+04  -0.945900E+14
   0.5003730000000E+14   0.158562E+07  -0.218410E+25   0.662223E+04   0.662223E+04  -0.938745E+14
   0.5007930000000E+14   0.158695E+07  -0.217310E+25   0.661388E+04   0.661388E+04  -0.931662E+14
   0.5012130000000E+14   0.158828E+07  -0.216218E+25   0.660556E+04   0.660556E+04  -0.924651E+14
   0.5016330000000E+14   0.158961E+07  -0.215135E+25   0.659727E+04   0.659727E+04  -0.917709E+14
   0.5020530000000E+14   0.159094E+07  -0.214059E+25   0.658901E+04   0.658901E+04  -0.910837E+14
   0.5024730000000E+14   0.159227E+07  -0.212992E+25   0.658078E+04   0.658078E+04  -0.904034E+14
   0.5028930000000E+14   0.159361E+07  -0.211933E+25   0.657258E+04   0.657258E+04  -0.897296E+14
   0.5033130000000E+14   0.159494E+07  -0.210881E+25   0.656441E+04   0.656441E+04  -0.890627E+14
   0.5037330000000E+14   0.159627E+07  -0.209837E+25   0.655627E+04   0.655627E+04  -0.884024E+14
   0.5041530000000E+14   0.159760E+07  -0.208801E+25   0.654817E+04   0.654817E+04  -0.877485E+14
   0.5045730000000E+14   0.159893E+07  -0.207773E+25   0.654009E+04   0.654009E+04  -0.871011E+14
   0.5049930000000E+14   0.160026E+07  -0.206752E+25   0.653204E+04   0.653204E+04  -0.864601E+14
   0.5054130000000E+14   0.160159E+07  -0.205739E+25   0.652403E+04   0.652403E+04  -0.858254E+14
   0.5058330000000E+14   0.160292E+07  -0.204734E+25   0.651604E+04   0.651604E+04  -0.851967E+14
   0.5062530000000E+14   0.160425E+07  -0.203735E+25   0.650808E+04   0.650808E+04  -0.845743E+14
   0.5066730000000E+14   0.160558E+07  -0.202744E+25   0.650015E+04   0.650015E+04  -0.839579E+14
   0.5070930000000E+14   0.160692E+07  -0.201760E+25   0.649225E+04   0.649225E+04  -0.833475E+14
   0.5075130000000E+14   0.160825E+07  -0.200783E+25   0.648438E+04   0.648438E+04  -0.827430E+14
   0.5079330000000E+14   0.160958E+07  -0.199814E+25   0.647654E+04   0.647654E+04  -0.821444E+14
   0.5083530000000E+14   0.161091E+07  -0.198851E+25   0.646872E+04   0.646872E+04  -0.815514E+14
   0.5087730000000E+14   0.161224E+07  -0.197896E+25   0.646094E+04   0.646094E+04  -0.809643E+14
