model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.5931930000000E+14   0.187976E+07  -0.899064E+24   0.530437E+04   0.530437E+04  -0.247928E+14
   0.5936130000000E+14   0.188109E+07  -0.896155E+24   0.530008E+04   0.530008E+04  -0.246725E+14
   0.5940330000000E+14   0.188242E+07  -0.893260E+24   0.529579E+04   0.529579E+04  -0.245531E+14
   0.5944530000000E+14   0.188375E+07  -0.890379E+24   0.529152E+04   0.529152E+04  -0.244344E+14
   0.5948730000000E+14   0.188508E+07  -0.887512E+24   0.528725E+04   0.528725E+04  -0.243165E+14
   0.5952930000000E+14   0.188641E+07  -0.884659E+24   0.528300E+04   0.528300E+04  -0.241993E+14
   0.5957130000000E+14   0.188774E+07  -0.881820E+24   0.527875E+04   0.527875E+04  -0.240829E+14
   0.5961330000000E+14   0.188907E+07  -0.878995E+24   0.527452E+04   0.527452E+04  -0.239673E+14
   0.5965530000000E+14   0.189040E+07  -0.876182E+24   0.527030E+04   0.527030E+04  -0.238523E+14
   0.5969730000000E+14   0.189173E+07  -0.873383E+24   0.526608E+04   0.526608E+04  -0.237381E+14
   0.5973930000000E+14   0.189306E+07  -0.870598E+24   0.526188E+04   0.526188E+04  -0.236247E+14
   0.5978130000000E+14   0.189440E+07  -0.867825E+24   0.525768E+04   0.525768E+04  -0.235119E+14
   0.5982330000000E+14   0.189573E+07  -0.865067E+24   0.525350E+04   0.525350E+04  -0.233999E+14
   0.5986530000000E+14   0.189706E+07  -0.862321E+24   0.524933E+04   0.524933E+04  -0.232886E+14
   0.5990730000000E+14   0.189839E+07  -0.859589E+24   0.524516E+04   0.524516E+04  -0.231780E+14
   0.5994930000000E+14   0.189972E+07  -0.856869E+24   0.524101E+04   0.524101E+04  -0.230681E+14
   0.5999130000000E+14   0.190105E+07  -0.854162E+24   0.523687E+04   0.523687E+04  -0.229588E+14
   0.6003330000000E+14   0.190238E+07  -0.851468E+24   0.523273E+04   0.523273E+04  -0.228503E+14
   0.6007530000000E+14   0.190371E+07  -0.848786E+24   0.522861E+04   0.522861E+04  -0.227424E+14
   0.6011730000000E+14   0.190504E+07  -0.846118E+24   0.522449E+04   0.522449E+04  -0.226353E+14
   0.6015930000000E+14   0.190637E+07  -0.843461E+24   0.522039E+04   0.522039E+04  -0.225287E+14
   0.6020130000000E+14   0.190770E+07  -0.840817E+24   0.521629E+04   0.521629E+04  -0.224229E+14
   0.6024330000000E+14   0.190904E+07  -0.838186E+24   0.521220E+04   0.521220E+04  -0.223177E+14
   0.6028530000000E+14   0.191037E+07  -0.835567E+24   0.520813E+04   0.520813E+04  -0.222132E+14
   0.6032730000000E+14   0.191170E+07  -0.832960E+24   0.520406E+04   0.520406E+04  -0.221093E+14
   0.6036930000000E+14   0.191303E+07  -0.830365E+24   0.520000E+04   0.520000E+04  -0.220061E+14
   0.6041130000000E+14   0.191436E+07  -0.827783E+24   0.519596E+04   0.519596E+04  -0.219035E+14
   0.6045330000000E+14   0.191569E+07  -0.825213E+24   0.519192E+04   0.519192E+04  -0.218016E+14
   0.6049530000000E+14   0.191702E+07  -0.822655E+24   0.518789E+04   0.518789E+04  -0.217003E+14
   0.6053730000000E+14   0.191835E+07  -0.820108E+24   0.518387E+04   0.518387E+04  -0.215996E+14
   0.6057930000000E+14   0.191968E+07  -0.817573E+24   0.517986E+04   0.517986E+04  -0.214995E+14
   0.6062130000000E+14   0.192101E+07  -0.815050E+24   0.517586E+04   0.517586E+04  -0.214001E+14
   0.6066330000000E+14   0.192235E+07  -0.812539E+24   0.517187E+04   0.517187E+04  -0.213013E+14
   0.6070530000000E+14   0.192368E+07  -0.810040E+24   0.516789E+04   0.516789E+04  -0.212031E+14
   0.6074730000000E+14   0.192501E+07  -0.807552E+24   0.516391E+04   0.516391E+04  -0.211055E+14
   0.6078930000000E+14   0.192634E+07  -0.805075E+24   0.515995E+04   0.515995E+04  -0.210084E+14
   0.6083130000000E+14   0.192767E+07  -0.802610E+24   0.515600E+04   0.515600E+04  -0.209120E+14
   0.6087330000000E+14   0.192900E+07  -0.800156E+24   0.515205E+04   0.515205E+04  -0.208162E+14
   0.6091530000000E+14   0.193033E+07  -0.797714E+24   0.514811E+04   0.514811E+04  -0.207210E+14
   0.6095730000000E+14   0.193166E+07  -0.795282E+24   0.514419E+04   0.514419E+04  -0.206263E+14
   0.6099930000000E+14   0.193299E+07  -0.792861E+24   0.514027E+04   0.514027E+04  -0.205322E+14
   0.6104130000000E+14   0.193432E+07  -0.790452E+24   0.513636E+04   0.513636E+04  -0.204387E+14
   0.6108330000000E+14   0.193565E+07  -0.788053E+24   0.513246E+04   0.513246E+04  -0.203457E+14
   0.6112530000000E+14   0.193699E+07  -0.785665E+24   0.512856E+04   0.512856E+04  -0.202533E+14
   0.6116730000000E+14   0.193832E+07  -0.783288E+24   0.512468E+04   0.512468E+04  -0.201615E+14
   0.6120930000000E+14   0.193965E+07  -0.780922E+24   0.512081E+04   0.512081E+04  -0.200702E+14
   0.6125130000000E+14   0.194098E+07  -0.778567E+24   0.511694E+04   0.511694E+04  -0.199794E+14
   0.6129330000000E+14   0.194231E+07  -0.776222E+24   0.511308E+04   0.511308E+04  -0.198892E+14
   0.6133530000000E+14   0.194364E+07  -0.773888E+24   0.510923E+04   0.510923E+04  -0.197996E+14
   0.6137730000000E+14   0.194497E+07  -0.771564E+24   0.510539E+04   0.510539E+04  -0.197105E+14
   0.6141930000000E+14   0.194630E+07  -0.769251E+24   0.510156E+04   0.510156E+04  -0.196219E+14
   0.6146130000000E+14   0.194763E+07  -0.766948E+24   0.509774E+04   0.509774E+04  -0.195339E+14
   0.6150330000000E+14   0.194896E+07  -0.764656E+24   0.509393E+04   0.509393E+04  -0.194464E+14
   0.6154530000000E+14   0.195029E+07  -0.762374E+24   0.509012E+04   0.509012E+04  -0.193594E+14
   0.6158730000000E+14   0.195163E+07  -0.760101E+24   0.508633E+04   0.508633E+04  -0.192729E+14
   0.6162930000000E+14   0.195296E+07  -0.757839E+24   0.508254E+04   0.508254E+04  -0.191869E+14
   0.6167130000000E+14   0.195429E+07  -0.755587E+24   0.507876E+04   0.507876E+04  -0.191015E+14
   0.6171330000000E+14   0.195562E+07  -0.753345E+24   0.507499E+04   0.507499E+04  -0.190165E+14
   0.6175530000000E+14   0.195695E+07  -0.751113E+24   0.507122E+04   0.507122E+04  -0.189320E+14
   0.6179730000000E+14   0.195828E+07  -0.748891E+24   0.506747E+04   0.506747E+04  -0.188481E+14
   0.6183930000000E+14   0.195961E+07  -0.746679E+24   0.506372E+04   0.506372E+04  -0.187647E+14
   0.6188130000000E+14   0.196094E+07  -0.744476E+24   0.505998E+04   0.505998E+04  -0.186817E+14
   0.6192330000000E+14   0.196227E+07  -0.742284E+24   0.505625E+04   0.505625E+04  -0.185992E+14
   0.6196530000000E+14   0.196360E+07  -0.740101E+24   0.505253E+04   0.505253E+04  -0.185172E+14
   0.6200730000000E+14   0.196493E+07  -0.737929E+24   0.504882E+04   0.504882E+04  -0.184358E+14
   0.6204930000000E+14   0.196627E+07  -0.735765E+24   0.504512E+04   0.504512E+04  -0.183548E+14
   0.6209130000000E+14   0.196760E+07  -0.733612E+24   0.504142E+04   0.504142E+04  -0.182742E+14
   0.6213330000000E+14   0.196893E+07  -0.731468E+24   0.503773E+04   0.503773E+04  -0.181942E+14
   0.6217530000000E+14   0.197026E+07  -0.729332E+24   0.503405E+04   0.503405E+04  -0.181146E+14
   0.6221730000000E+14   0.197159E+07  -0.727206E+24   0.503038E+04   0.503038E+04  -0.180354E+14
   0.6225930000000E+14   0.197292E+07  -0.725090E+24   0.502672E+04   0.502672E+04  -0.179567E+14
   0.6230130000000E+14   0.197425E+07  -0.722983E+24   0.502306E+04   0.502306E+04  -0.178785E+14
   0.6234330000000E+14   0.197558E+07  -0.720885E+24   0.501941E+04   0.501941E+04  -0.178008E+14
   0.6238530000000E+14   0.197691E+07  -0.718796E+24   0.501577E+04   0.501577E+04  -0.177234E+14
   0.6242730000000E+14   0.197824E+07  -0.716716E+24   0.501214E+04   0.501214E+04  -0.176466E+14
   0.6246930000000E+14   0.197957E+07  -0.714645E+24   0.500852E+04   0.500852E+04  -0.175701E+14
   0.6251130000000E+14   0.198091E+07  -0.712583E+24   0.500490E+04   0.500490E+04  -0.174941E+14
   0.6255330000000E+14   0.198224E+07  -0.710530E+24   0.500129E+04   0.500129E+04  -0.174186E+14
   0.6259530000000E+14   0.198357E+07  -0.708486E+24   0.499769E+04   0.499769E+04  -0.173435E+14
   0.6263730000000E+14   0.198490E+07  -0.706450E+24   0.499409E+04   0.499409E+04  -0.172688E+14
   0.6267930000000E+14   0.198623E+07  -0.704424E+24   0.499051E+04   0.499051E+04  -0.171945E+14
   0.6272130000000E+14   0.198756E+07  -0.702406E+24   0.498693E+04   0.498693E+04  -0.171207E+14
   0.6276330000000E+14   0.198889E+07  -0.700396E+24   0.498336E+04   0.498336E+04  -0.170473E+14
   0.6280530000000E+14   0.199022E+07  -0.698394E+24   0.497980E+04   0.497980E+04  -0.169742E+14
   0.6284730000000E+14   0.199155E+07  -0.696402E+24   0.497624E+04   0.497624E+04  -0.169017E+14
   0.6288930000000E+14   0.199288E+07  -0.694419E+24   0.497269E+04   0.497269E+04  -0.168295E+14
   0.6293130000000E+14   0.199422E+07  -0.692443E+24   0.496915E+04   0.496915E+04  -0.167578E+14
   0.6297330000000E+14   0.199555E+07  -0.690476E+24   0.496562E+04   0.496562E+04  -0.166864E+14
   0.6301530000000E+14   0.199688E+07  -0.688518E+24   0.496210E+04   0.496210E+04  -0.166154E+14
   0.6305730000000E+14   0.199821E+07  -0.686568E+24   0.495858E+04   0.495858E+04  -0.165449E+14
   0.6314130000000E+14   0.200087E+07  -0.682693E+24   0.495157E+04   0.495157E+04  -0.164051E+14
   0.6322530000000E+14   0.200353E+07  -0.678849E+24   0.494458E+04   0.494458E+04  -0.162667E+14
   0.6330930000000E+14   0.200619E+07  -0.675039E+24   0.493763E+04   0.493763E+04  -0.161299E+14
   0.6339330000000E+14   0.200886E+07  -0.671260E+24   0.493071E+04   0.493071E+04  -0.159947E+14
   0.6347730000000E+14   0.201152E+07  -0.667513E+24   0.492381E+04   0.492381E+04  -0.158610E+14
   0.6356130000000E+14   0.201418E+07  -0.663799E+24   0.491695E+04   0.491695E+04  -0.157287E+14
   0.6364530000000E+14   0.201684E+07  -0.660116E+24   0.491011E+04   0.491011E+04  -0.155980E+14
   0.6372930000000E+14   0.201950E+07  -0.656463E+24   0.490331E+04   0.490331E+04  -0.154687E+14
   0.6381330000000E+14   0.202216E+07  -0.652841E+24   0.489653E+04   0.489653E+04  -0.153409E+14
   0.6389730000000E+14   0.202483E+07  -0.649248E+24   0.488978E+04   0.488978E+04  -0.152144E+14
   0.6398130000000E+14   0.202749E+07  -0.645685E+24   0.488305E+04   0.488305E+04  -0.150893E+14
   0.6406530000000E+14   0.203015E+07  -0.642150E+24   0.487636E+04   0.487636E+04  -0.149656E+14
   0.6414930000000E+14   0.203281E+07  -0.638644E+24   0.486969E+04   0.486969E+04  -0.148432E+14
   0.6423330000000E+14   0.203547E+07  -0.635167E+24   0.486305E+04   0.486305E+04  -0.147221E+14
   0.6431730000000E+14   0.203814E+07  -0.631717E+24   0.485643E+04   0.485643E+04  -0.146024E+14
   0.6440130000000E+14   0.204080E+07  -0.628296E+24   0.484984E+04   0.484984E+04  -0.144839E+14
   0.6448530000000E+14   0.204346E+07  -0.624904E+24   0.484328E+04   0.484328E+04  -0.143668E+14
   0.6456930000000E+14   0.204612E+07  -0.621539E+24   0.483675E+04   0.483675E+04  -0.142509E+14
   0.6465330000000E+14   0.204878E+07  -0.618200E+24   0.483024E+04   0.483024E+04  -0.141362E+14
   0.6473730000000E+14   0.205145E+07  -0.614888E+24   0.482376E+04   0.482376E+04  -0.140228E+14
   0.6482130000000E+14   0.205411E+07  -0.611603E+24   0.481730E+04   0.481730E+04  -0.139105E+14
   0.6490530000000E+14   0.205677E+07  -0.608345E+24   0.481087E+04   0.481087E+04  -0.137995E+14
   0.6498930000000E+14   0.205943E+07  -0.605112E+24   0.480447E+04   0.480447E+04  -0.136897E+14
   0.6507330000000E+14   0.206209E+07  -0.601906E+24   0.479809E+04   0.479809E+04  -0.135810E+14
   0.6515730000000E+14   0.206475E+07  -0.598724E+24   0.479174E+04   0.479174E+04  -0.134735E+14
   0.6524130000000E+14   0.206742E+07  -0.595567E+24   0.478541E+04   0.478541E+04  -0.133671E+14
   0.6532530000000E+14   0.207008E+07  -0.592435E+24   0.477910E+04   0.477910E+04  -0.132617E+14
   0.6540930000000E+14   0.207274E+07  -0.589328E+24   0.477283E+04   0.477283E+04  -0.131575E+14
   0.6549330000000E+14   0.207540E+07  -0.586245E+24   0.476657E+04   0.476657E+04  -0.130544E+14
   0.6557730000000E+14   0.207806E+07  -0.583184E+24   0.476034E+04   0.476034E+04  -0.129523E+14
   0.6566130000000E+14   0.208073E+07  -0.580149E+24   0.475413E+04   0.475413E+04  -0.128514E+14
   0.6574530000000E+14   0.208339E+07  -0.577138E+24   0.474795E+04   0.474795E+04  -0.127514E+14
   0.6582930000000E+14   0.208605E+07  -0.574152E+24   0.474180E+04   0.474180E+04  -0.126526E+14
   0.6591330000000E+14   0.208871E+07  -0.571188E+24   0.473567E+04   0.473567E+04  -0.125548E+14
   0.6599730000000E+14   0.209137E+07  -0.568247E+24   0.472956E+04   0.472956E+04  -0.124579E+14
   0.6608130000000E+14   0.209403E+07  -0.565328E+24   0.472347E+04   0.472347E+04  -0.123620E+14
   0.6616530000000E+14   0.209670E+07  -0.562431E+24   0.471741E+04   0.471741E+04  -0.122671E+14
   0.6624930000000E+14   0.209936E+07  -0.559556E+24   0.471137E+04   0.471137E+04  -0.121732E+14
   0.6633330000000E+14   0.210202E+07  -0.556703E+24   0.470535E+04   0.470535E+04  -0.120802E+14
   0.6641730000000E+14   0.210468E+07  -0.553873E+24   0.469936E+04   0.469936E+04  -0.119882E+14
   0.6650130000000E+14   0.210734E+07  -0.551063E+24   0.469339E+04   0.469339E+04  -0.118971E+14
   0.6658530000000E+14   0.211001E+07  -0.548275E+24   0.468744E+04   0.468744E+04  -0.118069E+14
   0.6666930000000E+14   0.211267E+07  -0.545508E+24   0.468152E+04   0.468152E+04  -0.117177E+14
   0.6675330000000E+14   0.211533E+07  -0.542762E+24   0.467561E+04   0.467561E+04  -0.116293E+14
   0.6683730000000E+14   0.211799E+07  -0.540037E+24   0.466973E+04   0.466973E+04  -0.115418E+14
   0.6692130000000E+14   0.212065E+07  -0.537332E+24   0.466388E+04   0.466388E+04  -0.114552E+14
   0.6700530000000E+14   0.212332E+07  -0.534646E+24   0.465804E+04   0.465804E+04  -0.113694E+14
   0.6708930000000E+14   0.212598E+07  -0.531981E+24   0.465222E+04   0.465222E+04  -0.112845E+14
   0.6717330000000E+14   0.212864E+07  -0.529337E+24   0.464643E+04   0.464643E+04  -0.112005E+14
   0.6725730000000E+14   0.213130E+07  -0.526711E+24   0.464066E+04   0.464066E+04  -0.111173E+14
   0.6734130000000E+14   0.213396E+07  -0.524107E+24   0.463491E+04   0.463491E+04  -0.110349E+14
   0.6742530000000E+14   0.213662E+07  -0.521520E+24   0.462918E+04   0.462918E+04  -0.109533E+14
   0.6750930000000E+14   0.213929E+07  -0.518953E+24   0.462347E+04   0.462347E+04  -0.108726E+14
   0.6759330000000E+14   0.214195E+07  -0.516406E+24   0.461779E+04   0.461779E+04  -0.107926E+14
   0.6767730000000E+14   0.214461E+07  -0.513878E+24   0.461213E+04   0.461213E+04  -0.107134E+14
   0.6776130000000E+14   0.214727E+07  -0.511367E+24   0.460648E+04   0.460648E+04  -0.106350E+14
   0.6784530000000E+14   0.214993E+07  -0.508875E+24   0.460086E+04   0.460086E+04  -0.105574E+14
   0.6792930000000E+14   0.215260E+07  -0.506401E+24   0.459526E+04   0.459526E+04  -0.104805E+14
   0.6801330000000E+14   0.215526E+07  -0.503944E+24   0.458968E+04   0.458968E+04  -0.104043E+14
   0.6809730000000E+14   0.215792E+07  -0.501506E+24   0.458411E+04   0.458411E+04  -0.103289E+14
   0.6818130000000E+14   0.216058E+07  -0.499084E+24   0.457857E+04   0.457857E+04  -0.102542E+14
   0.6826530000000E+14   0.216324E+07  -0.496680E+24   0.457305E+04   0.457305E+04  -0.101802E+14
   0.6834930000000E+14   0.216590E+07  -0.494294E+24   0.456754E+04   0.456754E+04  -0.101069E+14
   0.6843330000000E+14   0.216857E+07  -0.491924E+24   0.456206E+04   0.456206E+04  -0.100343E+14
   0.6851730000000E+14   0.217123E+07  -0.489573E+24   0.455660E+04   0.455660E+04  -0.996243E+13
   0.6860130000000E+14   0.217389E+07  -0.487238E+24   0.455116E+04   0.455116E+04  -0.989124E+13
   0.6868530000000E+14   0.217655E+07  -0.484920E+24   0.454573E+04   0.454573E+04  -0.982074E+13
   0.6876930000000E+14   0.217921E+07  -0.482617E+24   0.454033E+04   0.454033E+04  -0.975088E+13
   0.6885330000000E+14   0.218188E+07  -0.480332E+24   0.453494E+04   0.453494E+04  -0.968169E+13
   0.6893730000000E+14   0.218454E+07  -0.478062E+24   0.452957E+04   0.452957E+04  -0.961315E+13
   0.6902130000000E+14   0.218720E+07  -0.475809E+24   0.452423E+04   0.452423E+04  -0.954528E+13
   0.6910530000000E+14   0.218986E+07  -0.473572E+24   0.451890E+04   0.451890E+04  -0.947803E+13
   0.6918930000000E+14   0.219252E+07  -0.471350E+24   0.451359E+04   0.451359E+04  -0.941142E+13
   0.6927330000000E+14   0.219519E+07  -0.469143E+24   0.450830E+04   0.450830E+04  -0.934540E+13
   0.6935730000000E+14   0.219785E+07  -0.466952E+24   0.450303E+04   0.450303E+04  -0.928001E+13
   0.6944130000000E+14   0.220051E+07  -0.464777E+24   0.449777E+04   0.449777E+04  -0.921523E+13
   0.6952530000000E+14   0.220317E+07  -0.462617E+24   0.449254E+04   0.449254E+04  -0.915107E+13
   0.6960930000000E+14   0.220583E+07  -0.460471E+24   0.448732E+04   0.448732E+04  -0.908746E+13
   0.6969330000000E+14   0.220849E+07  -0.458340E+24   0.448212E+04   0.448212E+04  -0.902446E+13
   0.6977730000000E+14   0.221116E+07  -0.456225E+24   0.447694E+04   0.447694E+04  -0.896206E+13
   0.6986130000000E+14   0.221382E+07  -0.454124E+24   0.447178E+04   0.447178E+04  -0.890023E+13
   0.6994530000000E+14   0.221648E+07  -0.452038E+24   0.446663E+04   0.446663E+04  -0.883896E+13
   0.7002930000000E+14   0.221914E+07  -0.449966E+24   0.446150E+04   0.446150E+04  -0.877827E+13
   0.7011330000000E+14   0.222180E+07  -0.447908E+24   0.445639E+04   0.445639E+04  -0.871812E+13
   0.7019730000000E+14   0.222447E+07  -0.445864E+24   0.445130E+04   0.445130E+04  -0.865851E+13
   0.7028130000000E+14   0.222713E+07  -0.443834E+24   0.444623E+04   0.444623E+04  -0.859944E+13
   0.7036530000000E+14   0.222979E+07  -0.441818E+24   0.444117E+04   0.444117E+04  -0.854091E+13
   0.7044930000000E+14   0.223245E+07  -0.439815E+24   0.443613E+04   0.443613E+04  -0.848291E+13
   0.7053330000000E+14   0.223511E+07  -0.437826E+24   0.443110E+04   0.443110E+04  -0.842542E+13
   0.7061730000000E+14   0.223777E+07  -0.435850E+24   0.442610E+04   0.442610E+04  -0.836846E+13
   0.7070130000000E+14   0.224044E+07  -0.433889E+24   0.442111E+04   0.442111E+04  -0.831204E+13
   0.7078530000000E+14   0.224310E+07  -0.431940E+24   0.441614E+04   0.441614E+04  -0.825611E+13
   0.7086930000000E+14   0.224576E+07  -0.430005E+24   0.441118E+04   0.441118E+04  -0.820067E+13
   0.7095330000000E+14   0.224842E+07  -0.428082E+24   0.440624E+04   0.440624E+04  -0.814572E+13
   0.7103730000000E+14   0.225108E+07  -0.426171E+24   0.440132E+04   0.440132E+04  -0.809126E+13
   0.7112130000000E+14   0.225375E+07  -0.424274E+24   0.439641E+04   0.439641E+04  -0.803729E+13
   0.7120530000000E+14   0.225641E+07  -0.422390E+24   0.439152E+04   0.439152E+04  -0.798381E+13
   0.7128930000000E+14   0.225907E+07  -0.420519E+24   0.438665E+04   0.438665E+04  -0.793080E+13
   0.7137330000000E+14   0.226173E+07  -0.418659E+24   0.438179E+04   0.438179E+04  -0.787827E+13
   0.7145730000000E+14   0.226439E+07  -0.416813E+24   0.437695E+04   0.437695E+04  -0.782619E+13
   0.7154130000000E+14   0.226706E+07  -0.414977E+24   0.437212E+04   0.437212E+04  -0.777455E+13
   0.7162530000000E+14   0.226972E+07  -0.413154E+24   0.436731E+04   0.436731E+04  -0.772337E+13
   0.7170930000000E+14   0.227238E+07  -0.411343E+24   0.436252E+04   0.436252E+04  -0.767266E+13
   0.7179330000000E+14   0.227504E+07  -0.409544E+24   0.435774E+04   0.435774E+04  -0.762238E+13
   0.7187730000000E+14   0.227770E+07  -0.407757E+24   0.435298E+04   0.435298E+04  -0.757254E+13
   0.7196130000000E+14   0.228036E+07  -0.405981E+24   0.434823E+04   0.434823E+04  -0.752313E+13
   0.7204530000000E+14   0.228303E+07  -0.404217E+24   0.434350E+04   0.434350E+04  -0.747415E+13
   0.7212930000000E+14   0.228569E+07  -0.402465E+24   0.433879E+04   0.433879E+04  -0.742560E+13
   0.7221330000000E+14   0.228835E+07  -0.400724E+24   0.433409E+04   0.433409E+04  -0.737748E+13
   0.7229730000000E+14   0.229101E+07  -0.398994E+24   0.432940E+04   0.432940E+04  -0.732975E+13
   0.7238130000000E+14   0.229367E+07  -0.397276E+24   0.432473E+04   0.432473E+04  -0.728244E+13
   0.7246530000000E+14   0.229634E+07  -0.395568E+24   0.432008E+04   0.432008E+04  -0.723554E+13
   0.7254930000000E+14   0.229900E+07  -0.393871E+24   0.431544E+04   0.431544E+04  -0.718902E+13
   0.7263330000000E+14   0.230166E+07  -0.392185E+24   0.431081E+04   0.431081E+04  -0.714291E+13
   0.7271730000000E+14   0.230432E+07  -0.390510E+24   0.430620E+04   0.430620E+04  -0.709720E+13
   0.7280130000000E+14   0.230698E+07  -0.388846E+24   0.430161E+04   0.430161E+04  -0.705189E+13
   0.7288530000000E+14   0.230965E+07  -0.387192E+24   0.429703E+04   0.429703E+04  -0.700695E+13
   0.7296930000000E+14   0.231231E+07  -0.385549E+24   0.429246E+04   0.429246E+04  -0.696238E+13
   0.7305330000000E+14   0.231497E+07  -0.383916E+24   0.428791E+04   0.428791E+04  -0.691821E+13
   0.7313730000000E+14   0.231763E+07  -0.382294E+24   0.428337E+04   0.428337E+04  -0.687440E+13
   0.7322130000000E+14   0.232029E+07  -0.380682E+24   0.427885E+04   0.427885E+04  -0.683098E+13
   0.7330530000000E+14   0.232295E+07  -0.379080E+24   0.427434E+04   0.427434E+04  -0.678792E+13
   0.7338930000000E+14   0.232562E+07  -0.377489E+24   0.426985E+04   0.426985E+04  -0.674521E+13
   0.7347330000000E+14   0.232828E+07  -0.375908E+24   0.426537E+04   0.426537E+04  -0.670287E+13
   0.7355730000000E+14   0.233094E+07  -0.374336E+24   0.426090E+04   0.426090E+04  -0.666088E+13
   0.7364130000000E+14   0.233360E+07  -0.372774E+24   0.425645E+04   0.425645E+04  -0.661924E+13
   0.7372530000000E+14   0.233626E+07  -0.371222E+24   0.425202E+04   0.425202E+04  -0.657794E+13
   0.7380930000000E+14   0.233893E+07  -0.369680E+24   0.424759E+04   0.424759E+04  -0.653700E+13
   0.7389330000000E+14   0.234159E+07  -0.368147E+24   0.424318E+04   0.424318E+04  -0.649638E+13
   0.7397730000000E+14   0.234425E+07  -0.366624E+24   0.423879E+04   0.423879E+04  -0.645609E+13
   0.7406130000000E+14   0.234691E+07  -0.365110E+24   0.423440E+04   0.423440E+04  -0.641616E+13
   0.7414530000000E+14   0.234957E+07  -0.363605E+24   0.423003E+04   0.423003E+04  -0.637653E+13
   0.7422930000000E+14   0.235223E+07  -0.362109E+24   0.422568E+04   0.422568E+04  -0.633722E+13
   0.7431330000000E+14   0.235490E+07  -0.360623E+24   0.422133E+04   0.422133E+04  -0.629824E+13
   0.7439730000000E+14   0.235756E+07  -0.359146E+24   0.421701E+04   0.421701E+04  -0.625959E+13
   0.7448130000000E+14   0.236022E+07  -0.357678E+24   0.421269E+04   0.421269E+04  -0.622126E+13
   0.7456530000000E+14   0.236288E+07  -0.356219E+24   0.420839E+04   0.420839E+04  -0.618322E+13
   0.7464930000000E+14   0.236554E+07  -0.354769E+24   0.420410E+04   0.420410E+04  -0.614550E+13
   0.7473330000000E+14   0.236821E+07  -0.353327E+24   0.419982E+04   0.419982E+04  -0.610809E+13
   0.7481730000000E+14   0.237087E+07  -0.351895E+24   0.419556E+04   0.419556E+04  -0.607098E+13
   0.7490130000000E+14   0.237353E+07  -0.350471E+24   0.419131E+04   0.419131E+04  -0.603416E+13
   0.7498530000000E+14   0.237619E+07  -0.349055E+24   0.418707E+04   0.418707E+04  -0.599765E+13
   0.7506930000000E+14   0.237885E+07  -0.347649E+24   0.418284E+04   0.418284E+04  -0.596143E+13
   0.7515330000000E+14   0.238152E+07  -0.346250E+24   0.417863E+04   0.417863E+04  -0.592550E+13
   0.7523730000000E+14   0.238418E+07  -0.344860E+24   0.417443E+04   0.417443E+04  -0.588985E+13
   0.7532130000000E+14   0.238684E+07  -0.343478E+24   0.417024E+04   0.417024E+04  -0.585448E+13
   0.7540530000000E+14   0.238950E+07  -0.342105E+24   0.416607E+04   0.416607E+04  -0.581941E+13
   0.7548930000000E+14   0.239216E+07  -0.340741E+24   0.416191E+04   0.416191E+04  -0.578463E+13
   0.7557330000000E+14   0.239482E+07  -0.339384E+24   0.415776E+04   0.415776E+04  -0.575010E+13
   0.7565730000000E+14   0.239749E+07  -0.338035E+24   0.415362E+04   0.415362E+04  -0.571587E+13
   0.7574130000000E+14   0.240015E+07  -0.336695E+24   0.414950E+04   0.414950E+04  -0.568190E+13
   0.7582530000000E+14   0.240281E+07  -0.335362E+24   0.414539E+04   0.414539E+04  -0.564821E+13
   0.7590930000000E+14   0.240547E+07  -0.334038E+24   0.414129E+04   0.414129E+04  -0.561478E+13
   0.7599330000000E+14   0.240813E+07  -0.332720E+24   0.413720E+04   0.413720E+04  -0.558160E+13
   0.7607730000000E+14   0.241080E+07  -0.331411E+24   0.413312E+04   0.413312E+04  -0.554869E+13
   0.7616130000000E+14   0.241346E+07  -0.330110E+24   0.412906E+04   0.412906E+04  -0.551603E+13
   0.7624530000000E+14   0.241612E+07  -0.328816E+24   0.412501E+04   0.412501E+04  -0.548363E+13
   0.7632930000000E+14   0.241878E+07  -0.327529E+24   0.412097E+04   0.412097E+04  -0.545148E+13
   0.7641330000000E+14   0.242144E+07  -0.326251E+24   0.411694E+04   0.411694E+04  -0.541960E+13
   0.7649730000000E+14   0.242410E+07  -0.324980E+24   0.411292E+04   0.411292E+04  -0.538795E+13
   0.7658130000000E+14   0.242677E+07  -0.323716E+24   0.410892E+04   0.410892E+04  -0.535656E+13
   0.7666530000000E+14   0.242943E+07  -0.322460E+24   0.410493E+04   0.410493E+04  -0.532541E+13
