model:  21
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 spatialKnot      rho            pressure         lagrangianMass      Phi                    redshiftFactor              volumeFactor
.1216914E+07    .3536840E+12    .6223043E+30    .3685290E+34        -0.2947457424E+00         0.7447209144E+00         0.1347269141E+01
.1216997E+07    .3493886E+12    .6133703E+30    .3685290E+34        -0.2947175991E+00         0.7447418736E+00         0.1347231557E+01
.1217082E+07    .3449988E+12    .6042085E+30    .3685291E+34        -0.2946883184E+00         0.7447636805E+00         0.1347193461E+01
.1217168E+07    .3407227E+12    .5952617E+30    .3685291E+34        -0.2946593463E+00         0.7447852581E+00         0.1347154848E+01
.1217254E+07    .3365772E+12    .5865736E+30    .3685292E+34        -0.2946308898E+00         0.7448064524E+00         0.1347116241E+01
.1217339E+07    .3324201E+12    .5778537E+30    .3685292E+34        -0.2946020102E+00         0.7448279624E+00         0.1347077644E+01
.1217426E+07    .3282830E+12    .5691741E+30    .3685293E+34        -0.2945728947E+00         0.7448496487E+00         0.1347038839E+01
.1217513E+07    .3241858E+12    .5605818E+30    .3685293E+34        -0.2945436364E+00         0.7448714421E+00         0.1346999826E+01
.1217599E+07    .3201899E+12    .5522102E+30    .3685294E+34        -0.2945148107E+00         0.7448929138E+00         0.1346960821E+01
.1217686E+07    .3161868E+12    .5438362E+30    .3685294E+34        -0.2944856639E+00         0.7449146254E+00         0.1346921824E+01
.1217773E+07    .3122796E+12    .5356785E+30    .3685295E+34        -0.2944568709E+00         0.7449360741E+00         0.1346882848E+01
.1217859E+07    .3083641E+12    .5275224E+30    .3685295E+34        -0.2944276776E+00         0.7449578215E+00         0.1346843895E+01
.1217946E+07    .3045305E+12    .5195583E+30    .3685296E+34        -0.2943988725E+00         0.7449792804E+00         0.1346804948E+01
.1218033E+07    .3006930E+12    .5116094E+30    .3685296E+34        -0.2943697981E+00         0.7450009406E+00         0.1346766010E+01
.1218119E+07    .2969948E+12    .5039736E+30    .3685297E+34        -0.2943413836E+00         0.7450221097E+00         0.1346727240E+01
.1218205E+07    .2932608E+12    .4962896E+30    .3685297E+34        -0.2943125162E+00         0.7450436168E+00         0.1346688641E+01
.1218291E+07    .2895968E+12    .4887766E+30    .3685298E+34        -0.2942839916E+00         0.7450648692E+00         0.1346650049E+01
.1218377E+07    .2859311E+12    .4812876E+30    .3685298E+34        -0.2942550445E+00         0.7450864370E+00         0.1346611466E+01
.1218463E+07    .2824243E+12    .4741503E+30    .3685299E+34        -0.2942272141E+00         0.7451071733E+00         0.1346573131E+01
.1218548E+07    .2788687E+12    .4669413E+30    .3685299E+34        -0.2941987500E+00         0.7451283825E+00         0.1346535047E+01
.1218632E+07    .2753765E+12    .4598883E+30    .3685300E+34        -0.2941704600E+00         0.7451494625E+00         0.1346496970E+01
.1218717E+07    .2718837E+12    .4528620E+30    .3685300E+34        -0.2941420596E+00         0.7451706253E+00         0.1346458902E+01
.1218802E+07    .2685537E+12    .4461891E+30    .3685300E+34        -0.2941146016E+00         0.7451910865E+00         0.1346421114E+01
.1218885E+07    .2651714E+12    .4394379E+30    .3685301E+34        -0.2940865528E+00         0.7452119885E+00         0.1346383610E+01
.1218969E+07    .2618488E+12    .4328315E+30    .3685301E+34        -0.2940587769E+00         0.7452326877E+00         0.1346346112E+01
.1219053E+07    .2585264E+12    .4262511E+30    .3685302E+34        -0.2940306643E+00         0.7452536384E+00         0.1346308623E+01
.1219136E+07    .2553611E+12    .4200054E+30    .3685302E+34        -0.2940038172E+00         0.7452736466E+00         0.1346271414E+01
.1219218E+07    .2521456E+12    .4136843E+30    .3685302E+34        -0.2939760648E+00         0.7452943300E+00         0.1346234490E+01
.1219301E+07    .2489878E+12    .4074993E+30    .3685303E+34        -0.2939488028E+00         0.7453146485E+00         0.1346197573E+01
.1219383E+07    .2458305E+12    .4013379E+30    .3685303E+34        -0.2939210635E+00         0.7453353233E+00         0.1346160664E+01
.1219465E+07    .2428198E+12    .3954831E+30    .3685304E+34        -0.2938945750E+00         0.7453550664E+00         0.1346124020E+01
.1219546E+07    .2397638E+12    .3895604E+30    .3685304E+34        -0.2938672572E+00         0.7453754281E+00         0.1346087643E+01
.1219628E+07    .2367642E+12    .3837668E+30    .3685304E+34        -0.2938403655E+00         0.7453954728E+00         0.1346051274E+01
.1219709E+07    .2337654E+12    .3779937E+30    .3685305E+34        -0.2938130636E+00         0.7454158238E+00         0.1346014912E+01
.1219790E+07    .2309008E+12    .3724967E+30    .3685305E+34        -0.2937869104E+00         0.7454353191E+00         0.1345978791E+01
.1219870E+07    .2279966E+12    .3669409E+30    .3685305E+34        -0.2937599503E+00         0.7454554163E+00         0.1345942914E+01
.1219950E+07    .2251479E+12    .3615079E+30    .3685306E+34        -0.2937334784E+00         0.7454751502E+00         0.1345907043E+01
.1220030E+07    .2222998E+12    .3560922E+30    .3685306E+34        -0.2937064887E+00         0.7454952707E+00         0.1345871179E+01
.1220110E+07    .2195739E+12    .3509236E+30    .3685306E+34        -0.2936807298E+00         0.7455144740E+00         0.1345835531E+01
.1220189E+07    .2168140E+12    .3457052E+30    .3685307E+34        -0.2936540024E+00         0.7455343999E+00         0.1345800099E+01
.1220269E+07    .2141084E+12    .3406036E+30    .3685307E+34        -0.2936278677E+00         0.7455538845E+00         0.1345764674E+01
.1220348E+07    .2114035E+12    .3355167E+30    .3685307E+34        -0.2936012273E+00         0.7455737466E+00         0.1345729257E+01
.1220427E+07    .2088093E+12    .3306506E+30    .3685308E+34        -0.2935755782E+00         0.7455928702E+00         0.1345694029E+01
.1220505E+07    .2061863E+12    .3257427E+30    .3685308E+34        -0.2935493536E+00         0.7456124233E+00         0.1345658994E+01
.1220584E+07    .2036164E+12    .3209461E+30    .3685308E+34        -0.2935233136E+00         0.7456318393E+00         0.1345623965E+01
.1220662E+07    .2010469E+12    .3161618E+30    .3685308E+34        -0.2934972752E+00         0.7456512546E+00         0.1345588943E+01
.1220740E+07    .1985782E+12    .3115758E+30    .3685309E+34        -0.2934716048E+00         0.7456703961E+00         0.1345554089E+01
.1220818E+07    .1960850E+12    .3069547E+30    .3685309E+34        -0.2934457383E+00         0.7456896841E+00         0.1345519406E+01
.1220896E+07    .1936435E+12    .3024395E+30    .3685309E+34        -0.2934199835E+00         0.7457088895E+00         0.1345484729E+01
.1220974E+07    .1912023E+12    .2979347E+30    .3685310E+34        -0.2933939551E+00         0.7457282993E+00         0.1345450059E+01
.1221051E+07    .1888531E+12    .2936090E+30    .3685310E+34        -0.2933689515E+00         0.7457469454E+00         0.1345415539E+01
.1221128E+07    .1864830E+12    .2892538E+30    .3685310E+34        -0.2933429439E+00         0.7457663408E+00         0.1345381172E+01
.1221205E+07    .1841629E+12    .2849992E+30    .3685310E+34        -0.2933175372E+00         0.7457852885E+00         0.1345346810E+01
.1221282E+07    .1818430E+12    .2807535E+30    .3685311E+34        -0.2932918793E+00         0.7458044241E+00         0.1345312455E+01
.1221359E+07    .1796079E+12    .2766710E+30    .3685311E+34        -0.2932666501E+00         0.7458232404E+00         0.1345278237E+01
.1221436E+07    .1773545E+12    .2725631E+30    .3685311E+34        -0.2932412645E+00         0.7458421738E+00         0.1345244155E+01
.1221512E+07    .1751494E+12    .2685508E+30    .3685311E+34        -0.2932159704E+00         0.7458610394E+00         0.1345210080E+01
.1221589E+07    .1729443E+12    .2645462E+30    .3685312E+34        -0.2931903245E+00         0.7458801679E+00         0.1345176012E+01
.1221665E+07    .1708178E+12    .2606915E+30    .3685312E+34        -0.2931656378E+00         0.7458985814E+00         0.1345142069E+01
.1221741E+07    .1686753E+12    .2568148E+30    .3685312E+34        -0.2931401998E+00         0.7459175559E+00         0.1345108252E+01
.1221817E+07    .1665789E+12    .2530286E+30    .3685312E+34        -0.2931150331E+00         0.7459363284E+00         0.1345074442E+01
.1221893E+07    .1644827E+12    .2492494E+30    .3685313E+34        -0.2930899123E+00         0.7459550671E+00         0.1345040638E+01
.1221969E+07    .1624597E+12    .2456088E+30    .3685313E+34        -0.2930651138E+00         0.7459735659E+00         0.1345006951E+01
.1222044E+07    .1604223E+12    .2419486E+30    .3685313E+34        -0.2930398207E+00         0.7459924342E+00         0.1344973384E+01
.1222120E+07    .1584291E+12    .2383743E+30    .3685313E+34        -0.2930151205E+00         0.7460108605E+00         0.1344939822E+01
.1222195E+07    .1564360E+12    .2348062E+30    .3685314E+34        -0.2929899949E+00         0.7460296048E+00         0.1344906267E+01
.1222270E+07    .1545117E+12    .2313675E+30    .3685314E+34        -0.2929652452E+00         0.7460480690E+00         0.1344872824E+01
.1222345E+07    .1525741E+12    .2279110E+30    .3685314E+34        -0.2929403681E+00         0.7460666288E+00         0.1344839494E+01
.1222420E+07    .1506787E+12    .2245356E+30    .3685314E+34        -0.2929159306E+00         0.7460848610E+00         0.1344806171E+01
.1222495E+07    .1487833E+12    .2211661E+30    .3685314E+34        -0.2928906227E+00         0.7461037430E+00         0.1344772854E+01
.1222570E+07    .1469530E+12    .2179178E+30    .3685315E+34        -0.2928662259E+00         0.7461219458E+00         0.1344739646E+01
.1222645E+07    .1451103E+12    .2146532E+30    .3685315E+34        -0.2928417063E+00         0.7461402407E+00         0.1344706549E+01
.1222719E+07    .1433077E+12    .2114653E+30    .3685315E+34        -0.2928170444E+00         0.7461586421E+00         0.1344673458E+01
.1222794E+07    .1415051E+12    .2082829E+30    .3685315E+34        -0.2927920460E+00         0.7461772951E+00         0.1344640373E+01
.1222868E+07    .1397642E+12    .2052148E+30    .3685315E+34        -0.2927679463E+00         0.7461952780E+00         0.1344607396E+01
.1222942E+07    .1380116E+12    .2021313E+30    .3685316E+34        -0.2927437259E+00         0.7462133514E+00         0.1344574529E+01
.1223016E+07    .1362972E+12    .1991203E+30    .3685316E+34        -0.2927189394E+00         0.7462318476E+00         0.1344541667E+01
.1223090E+07    .1345826E+12    .1961145E+30    .3685316E+34        -0.2926941865E+00         0.7462503192E+00         0.1344508811E+01
.1223164E+07    .1329270E+12    .1932170E+30    .3685316E+34        -0.2926703259E+00         0.7462681254E+00         0.1344476064E+01
.1223238E+07    .1312600E+12    .1903048E+30    .3685316E+34        -0.2926461934E+00         0.7462861350E+00         0.1344443427E+01
.1223311E+07    .1296293E+12    .1874610E+30    .3685317E+34        -0.2926215763E+00         0.7463045066E+00         0.1344410795E+01
.1223385E+07    .1279984E+12    .1846221E+30    .3685317E+34        -0.2925970020E+00         0.7463228467E+00         0.1344378169E+01
.1223458E+07    .1264239E+12    .1818862E+30    .3685317E+34        -0.2925733188E+00         0.7463405222E+00         0.1344345653E+01
.1223531E+07    .1248383E+12    .1791362E+30    .3685317E+34        -0.2925494743E+00         0.7463583186E+00         0.1344313247E+01
.1223604E+07    .1232871E+12    .1764506E+30    .3685317E+34        -0.2925249628E+00         0.7463766131E+00         0.1344280847E+01
.1223677E+07    .1217358E+12    .1737698E+30    .3685317E+34        -0.2925004950E+00         0.7463948756E+00         0.1344248454E+01
.1223750E+07    .1202384E+12    .1711870E+30    .3685318E+34        -0.2924769219E+00         0.7464124707E+00         0.1344216172E+01
.1223823E+07    .1187303E+12    .1685905E+30    .3685318E+34        -0.2924532240E+00         0.7464301592E+00         0.1344184002E+01
.1223896E+07    .1172546E+12    .1660548E+30    .3685318E+34        -0.2924291693E+00         0.7464481146E+00         0.1344151838E+01
.1223968E+07    .1157789E+12    .1635237E+30    .3685318E+34        -0.2924047283E+00         0.7464663588E+00         0.1344119680E+01
.1224041E+07    .1143549E+12    .1610861E+30    .3685318E+34        -0.2923811901E+00         0.7464839294E+00         0.1344087637E+01
.1224113E+07    .1129204E+12    .1586352E+30    .3685318E+34        -0.2923575233E+00         0.7465015965E+00         0.1344055708E+01
.1224185E+07    .1115167E+12    .1562414E+30    .3685319E+34        -0.2923343544E+00         0.7465188924E+00         0.1344023786E+01
.1224257E+07    .1101128E+12    .1538522E+30    .3685319E+34        -0.2923098495E+00         0.7465371860E+00         0.1343991869E+01
.1224329E+07    .1087587E+12    .1515523E+30    .3685319E+34        -0.2922862603E+00         0.7465547964E+00         0.1343960069E+01
.1224401E+07    .1073942E+12    .1492393E+30    .3685319E+34        -0.2922625374E+00         0.7465725070E+00         0.1343928388E+01
.1224472E+07    .1060588E+12    .1469801E+30    .3685319E+34        -0.2922393664E+00         0.7465898061E+00         0.1343896712E+01
.1224544E+07    .1047233E+12    .1447254E+30    .3685319E+34        -0.2922161294E+00         0.7466071548E+00         0.1343865042E+01
.1224615E+07    .1034357E+12    .1425559E+30    .3685319E+34        -0.2921923881E+00         0.7466248804E+00         0.1343833492E+01
.1224687E+07    .1021378E+12    .1403737E+30    .3685320E+34        -0.2921685072E+00         0.7466427107E+00         0.1343802064E+01
.1224758E+07    .1008674E+12    .1382421E+30    .3685320E+34        -0.2921451802E+00         0.7466601278E+00         0.1343770641E+01
.1224829E+07    .9959691E+11    .1361149E+30    .3685320E+34        -0.2921219006E+00         0.7466775100E+00         0.1343739224E+01
.1224900E+07    .9837250E+11    .1340691E+30    .3685320E+34        -0.2920995128E+00         0.7466942266E+00         0.1343707931E+01
.1224970E+07    .9713799E+11    .1320109E+30    .3685320E+34        -0.2920758493E+00         0.7467118962E+00         0.1343676762E+01
.1225041E+07    .9592943E+11    .1300002E+30    .3685320E+34        -0.2920522468E+00         0.7467295207E+00         0.1343645599E+01
.1225111E+07    .9472078E+11    .1279938E+30    .3685320E+34        -0.2920286940E+00         0.7467471085E+00         0.1343614441E+01
.1225182E+07    .9355650E+11    .1260652E+30    .3685320E+34        -0.2920060552E+00         0.7467640141E+00         0.1343583411E+01
.1225252E+07    .9238226E+11    .1241244E+30    .3685321E+34        -0.2919832728E+00         0.7467810274E+00         0.1343552509E+01
.1225322E+07    .9123253E+11    .1222284E+30    .3685321E+34        -0.2919610158E+00         0.7467976487E+00         0.1343521611E+01
.1225392E+07    .9008273E+11    .1203364E+30    .3685321E+34        -0.2919372565E+00         0.7468153923E+00         0.1343490720E+01
.1225462E+07    .8897563E+11    .1185189E+30    .3685321E+34        -0.2919142256E+00         0.7468325924E+00         0.1343459959E+01
.1225531E+07    .8785873E+11    .1166894E+30    .3685321E+34        -0.2918910432E+00         0.7468499059E+00         0.1343429329E+01
.1225601E+07    .8676499E+11    .1149019E+30    .3685321E+34        -0.2918683938E+00         0.7468668218E+00         0.1343398704E+01
.1225670E+07    .8567118E+11    .1131185E+30    .3685321E+34        -0.2918457953E+00         0.7468837001E+00         0.1343368085E+01
.1225739E+07    .8461846E+11    .1114060E+30    .3685321E+34        -0.2918240962E+00         0.7468999070E+00         0.1343337599E+01
.1225808E+07    .8355610E+11    .1096819E+30    .3685322E+34        -0.2918012792E+00         0.7469169492E+00         0.1343307247E+01
.1225877E+07    .8251563E+11    .1079973E+30    .3685322E+34        -0.2917780611E+00         0.7469342914E+00         0.1343276901E+01
.1225946E+07    .8147510E+11    .1063166E+30    .3685322E+34        -0.2917548969E+00         0.7469515937E+00         0.1343246560E+01
.1226015E+07    .8047409E+11    .1047036E+30    .3685322E+34        -0.2917326659E+00         0.7469681993E+00         0.1343216356E+01
.1226083E+07    .7946362E+11    .1030793E+30    .3685322E+34        -0.2917102784E+00         0.7469849223E+00         0.1343186289E+01
.1226151E+07    .7847384E+11    .1014921E+30    .3685322E+34        -0.2916884025E+00         0.7470012634E+00         0.1343156227E+01
.1226219E+07    .7748400E+11    .9990864E+29    .3685322E+34        -0.2916665790E+00         0.7470175658E+00         0.1343126170E+01
.1226287E+07    .7653218E+11    .9838976E+29    .3685322E+34        -0.2916446718E+00         0.7470339311E+00         0.1343096252E+01
.1226355E+07    .7557108E+11    .9685984E+29    .3685322E+34        -0.2916215208E+00         0.7470512258E+00         0.1343066475E+01
.1226423E+07    .7462953E+11    .9536478E+29    .3685322E+34        -0.2915988974E+00         0.7470681268E+00         0.1343036702E+01
.1226490E+07    .7368793E+11    .9387341E+29    .3685323E+34        -0.2915763297E+00         0.7470849867E+00         0.1343006935E+01
.1226558E+07    .7278287E+11    .9244351E+29    .3685323E+34        -0.2915546922E+00         0.7471011519E+00         0.1342977309E+01
.1226625E+07    .7186873E+11    .9100290E+29    .3685323E+34        -0.2915328928E+00         0.7471174384E+00         0.1342947826E+01
.1226692E+07    .7097307E+11    .8959504E+29    .3685323E+34        -0.2915115888E+00         0.7471333552E+00         0.1342918348E+01
.1226759E+07    .7007738E+11    .8819073E+29    .3685323E+34        -0.2914903386E+00         0.7471492321E+00         0.1342888875E+01
.1226826E+07    .6921679E+11    .8684493E+29    .3685323E+34        -0.2914685944E+00         0.7471654784E+00         0.1342859546E+01
.1226892E+07    .6834733E+11    .8548878E+29    .3685323E+34        -0.2914457963E+00         0.7471825125E+00         0.1342830362E+01
.1226958E+07    .6749535E+11    .8416336E+29    .3685323E+34        -0.2914235150E+00         0.7471991609E+00         0.1342801182E+01
.1227025E+07    .6664333E+11    .8284137E+29    .3685323E+34        -0.2914012914E+00         0.7472157666E+00         0.1342772008E+01
.1227091E+07    .6582502E+11    .8157504E+29    .3685323E+34        -0.2913800032E+00         0.7472316736E+00         0.1342742980E+01
.1227157E+07    .6499807E+11    .8029869E+29    .3685323E+34        -0.2913585469E+00         0.7472477067E+00         0.1342714098E+01
.1227223E+07    .6418764E+11    .7905120E+29    .3685323E+34        -0.2913375756E+00         0.7472633776E+00         0.1342685222E+01
.1227288E+07    .6337719E+11    .7780701E+29    .3685324E+34        -0.2913166598E+00         0.7472790073E+00         0.1342656350E+01
.1227354E+07    .6259909E+11    .7661571E+29    .3685324E+34        -0.2912966330E+00         0.7472939731E+00         0.1342627626E+01
.1227419E+07    .6181257E+11    .7541476E+29    .3685324E+34        -0.2912747072E+00         0.7473103583E+00         0.1342599051E+01
.1227484E+07    .6104169E+11    .7424089E+29    .3685324E+34        -0.2912524494E+00         0.7473269920E+00         0.1342570480E+01
.1227549E+07    .6027078E+11    .7307020E+29    .3685324E+34        -0.2912302518E+00         0.7473435810E+00         0.1342541915E+01
.1227614E+07    .5953091E+11    .7194972E+29    .3685324E+34        -0.2912090064E+00         0.7473594588E+00         0.1342513498E+01
.1227678E+07    .5878286E+11    .7081996E+29    .3685324E+34        -0.2911875849E+00         0.7473754685E+00         0.1342485232E+01
.1227743E+07    .5804961E+11    .6971562E+29    .3685324E+34        -0.2911666454E+00         0.7473911183E+00         0.1342456971E+01
.1227807E+07    .5731633E+11    .6861433E+29    .3685324E+34        -0.2911457638E+00         0.7474067253E+00         0.1342428714E+01
.1227871E+07    .5661281E+11    .6756068E+29    .3685324E+34        -0.2911257855E+00         0.7474216573E+00         0.1342400608E+01
.1227935E+07    .5590135E+11    .6649812E+29    .3685324E+34        -0.2911056381E+00         0.7474367160E+00         0.1342372654E+01
.1227999E+07    .5520390E+11    .6545941E+29    .3685324E+34        -0.2910859431E+00         0.7474514370E+00         0.1342344704E+01
.1228063E+07    .5450642E+11    .6442362E+29    .3685324E+34        -0.2910652940E+00         0.7474668713E+00         0.1342316758E+01
.1228126E+07    .5383747E+11    .6343300E+29    .3685324E+34        -0.2910436923E+00         0.7474830181E+00         0.1342288965E+01
.1228189E+07    .5316083E+11    .6243384E+29    .3685325E+34        -0.2910219042E+00         0.7474993045E+00         0.1342261324E+01
.1228252E+07    .5249744E+11    .6145706E+29    .3685325E+34        -0.2910006041E+00         0.7475152264E+00         0.1342233687E+01
.1228316E+07    .5183403E+11    .6048307E+29    .3685325E+34        -0.2909793650E+00         0.7475311032E+00         0.1342206055E+01
.1228378E+07    .5119794E+11    .5955188E+29    .3685325E+34        -0.2909590592E+00         0.7475462825E+00         0.1342178576E+01
.1228441E+07    .5055441E+11    .5861251E+29    .3685325E+34        -0.2909385750E+00         0.7475615956E+00         0.1342151250E+01
.1228503E+07    .4992343E+11    .5769414E+29    .3685325E+34        -0.2909185487E+00         0.7475765667E+00         0.1342123929E+01
.1228566E+07    .4929244E+11    .5677844E+29    .3685325E+34        -0.2908985806E+00         0.7475914945E+00         0.1342096611E+01
.1228628E+07    .4868760E+11    .5590327E+29    .3685325E+34        -0.2908794962E+00         0.7476057619E+00         0.1342069448E+01
.1228690E+07    .4807557E+11    .5502027E+29    .3685325E+34        -0.2908602412E+00         0.7476201572E+00         0.1342042438E+01
.1228751E+07    .4747543E+11    .5415697E+29    .3685325E+34        -0.2908414159E+00         0.7476342315E+00         0.1342015433E+01
.1228813E+07    .4687527E+11    .5329622E+29    .3685325E+34        -0.2908225094E+00         0.7476483668E+00         0.1341988432E+01
.1228874E+07    .4630015E+11    .5247382E+29    .3685325E+34        -0.2908016184E+00         0.7476639861E+00         0.1341961584E+01
.1228935E+07    .4571808E+11    .5164395E+29    .3685325E+34        -0.2907805378E+00         0.7476797475E+00         0.1341934892E+01
.1228997E+07    .4514727E+11    .5083256E+29    .3685325E+34        -0.2907599266E+00         0.7476951582E+00         0.1341908203E+01
.1229058E+07    .4457645E+11    .5002360E+29    .3685325E+34        -0.2907393771E+00         0.7477105231E+00         0.1341881519E+01
.1229118E+07    .4402958E+11    .4925091E+29    .3685325E+34        -0.2907197488E+00         0.7477251996E+00         0.1341854989E+01
.1229179E+07    .4347602E+11    .4847109E+29    .3685325E+34        -0.2906999396E+00         0.7477400115E+00         0.1341828613E+01
.1229239E+07    .4293312E+11    .4770861E+29    .3685325E+34        -0.2906805709E+00         0.7477544945E+00         0.1341802242E+01
.1229299E+07    .4239021E+11    .4694845E+29    .3685326E+34        -0.2906612608E+00         0.7477689338E+00         0.1341775874E+01
.1229360E+07    .4187021E+11    .4622255E+29    .3685326E+34        -0.2906428214E+00         0.7477827223E+00         0.1341749661E+01
.1229419E+07    .4134376E+11    .4548988E+29    .3685326E+34        -0.2906242097E+00         0.7477966399E+00         0.1341723603E+01
.1229479E+07    .4082741E+11    .4477347E+29    .3685326E+34        -0.2906060112E+00         0.7478102488E+00         0.1341697549E+01
.1229539E+07    .4031105E+11    .4405926E+29    .3685326E+34        -0.2905878685E+00         0.7478238163E+00         0.1341671499E+01
.1229598E+07    .3981660E+11    .4337742E+29    .3685326E+34        -0.2905705483E+00         0.7478367689E+00         0.1341645603E+01
.1229657E+07    .3931593E+11    .4268913E+29    .3685326E+34        -0.2905530641E+00         0.7478498442E+00         0.1341619862E+01
.1229716E+07    .3882484E+11    .4201610E+29    .3685326E+34        -0.2905359676E+00         0.7478626300E+00         0.1341594124E+01
.1229775E+07    .3833375E+11    .4134516E+29    .3685326E+34        -0.2905145773E+00         0.7478786272E+00         0.1341568391E+01
.1229834E+07    .3786358E+11    .4070478E+29    .3685326E+34        -0.2904932022E+00         0.7478946133E+00         0.1341542811E+01
.1229892E+07    .3738744E+11    .4005828E+29    .3685326E+34        -0.2904716226E+00         0.7479107528E+00         0.1341517386E+01
.1229950E+07    .3692038E+11    .3942608E+29    .3685326E+34        -0.2904505206E+00         0.7479265354E+00         0.1341491965E+01
.1230008E+07    .3645332E+11    .3879587E+29    .3685326E+34        -0.2904294846E+00         0.7479422689E+00         0.1341466548E+01
.1230066E+07    .3600624E+11    .3819450E+29    .3685326E+34        -0.2904094116E+00         0.7479572825E+00         0.1341441284E+01
.1230124E+07    .3555343E+11    .3758731E+29    .3685326E+34        -0.2903891444E+00         0.7479724417E+00         0.1341416174E+01
.1230182E+07    .3510923E+11    .3699355E+29    .3685326E+34        -0.2903693251E+00         0.7479872661E+00         0.1341391068E+01
.1230239E+07    .3466503E+11    .3640166E+29    .3685326E+34        -0.2903495685E+00         0.7480020439E+00         0.1341365966E+01
.1230297E+07    .3423991E+11    .3583699E+29    .3685326E+34        -0.2903307203E+00         0.7480161426E+00         0.1341341017E+01
.1230353E+07    .3380929E+11    .3526679E+29    .3685326E+34        -0.2903116878E+00         0.7480303793E+00         0.1341316222E+01
.1230410E+07    .3338684E+11    .3470919E+29    .3685326E+34        -0.2902930755E+00         0.7480443020E+00         0.1341291430E+01
.1230467E+07    .3296438E+11    .3415336E+29    .3685326E+34        -0.2902745225E+00         0.7480581806E+00         0.1341266642E+01
.1230524E+07    .3256014E+11    .3362319E+29    .3685326E+34        -0.2902568260E+00         0.7480714187E+00         0.1341242006E+01
.1230580E+07    .3215063E+11    .3308779E+29    .3685326E+34        -0.2902389549E+00         0.7480847877E+00         0.1341217523E+01
.1230636E+07    .3174885E+11    .3256420E+29    .3685326E+34        -0.2902214779E+00         0.7480978621E+00         0.1341193044E+01
.1230693E+07    .3134708E+11    .3204228E+29    .3685327E+34        -0.2902040570E+00         0.7481108947E+00         0.1341168569E+01
.1230749E+07    .3096270E+11    .3154456E+29    .3685327E+34        -0.2901874435E+00         0.7481233236E+00         0.1341144245E+01
.1230804E+07    .3057326E+11    .3104188E+29    .3685327E+34        -0.2901706646E+00         0.7481358764E+00         0.1341120074E+01
.1230860E+07    .3019116E+11    .3055027E+29    .3685327E+34        -0.2901542553E+00         0.7481481529E+00         0.1341095905E+01
.1230915E+07    .2980906E+11    .3006026E+29    .3685327E+34        -0.2901346502E+00         0.7481628205E+00         0.1341071741E+01
.1230970E+07    .2944356E+11    .2959303E+29    .3685327E+34        -0.2901151191E+00         0.7481774331E+00         0.1341047727E+01
.1231025E+07    .2907320E+11    .2912112E+29    .3685327E+34        -0.2900953921E+00         0.7481921926E+00         0.1341023865E+01
.1231080E+07    .2870982E+11    .2865958E+29    .3685327E+34        -0.2900760990E+00         0.7482066276E+00         0.1341000006E+01
.1231135E+07    .2834644E+11    .2819956E+29    .3685327E+34        -0.2900568688E+00         0.7482210160E+00         0.1340976151E+01
.1231190E+07    .2799889E+11    .2776100E+29    .3685327E+34        -0.2900385359E+00         0.7482347331E+00         0.1340952446E+01
.1231244E+07    .2764669E+11    .2731800E+29    .3685327E+34        -0.2900200177E+00         0.7482485892E+00         0.1340928891E+01
.1231298E+07    .2730110E+11    .2688474E+29    .3685327E+34        -0.2900019066E+00         0.7482621410E+00         0.1340905339E+01
.1231352E+07    .2695552E+11    .2645290E+29    .3685327E+34        -0.2899838548E+00         0.7482756486E+00         0.1340881791E+01
.1231406E+07    .2662504E+11    .2604128E+29    .3685327E+34        -0.2899666480E+00         0.7482885241E+00         0.1340858392E+01
.1231460E+07    .2629011E+11    .2562547E+29    .3685327E+34        -0.2899492660E+00         0.7483015310E+00         0.1340835142E+01
.1231513E+07    .2596146E+11    .2521878E+29    .3685327E+34        -0.2899322656E+00         0.7483142525E+00         0.1340811896E+01
.1231567E+07    .2563281E+11    .2481344E+29    .3685327E+34        -0.2899153214E+00         0.7483269322E+00         0.1340788652E+01
.1231620E+07    .2531856E+11    .2442712E+29    .3685327E+34        -0.2898991726E+00         0.7483390169E+00         0.1340765557E+01
.1231673E+07    .2500005E+11    .2403685E+29    .3685327E+34        -0.2898828583E+00         0.7483512256E+00         0.1340742611E+01
.1231726E+07    .2468750E+11    .2365514E+29    .3685327E+34        -0.2898669019E+00         0.7483631667E+00         0.1340719667E+01
.1231779E+07    .2437495E+11    .2327470E+29    .3685327E+34        -0.2898509984E+00         0.7483750683E+00         0.1340696727E+01
.1231831E+07    .2407614E+11    .2291216E+29    .3685327E+34        -0.2898358435E+00         0.7483864100E+00         0.1340673933E+01
.1231883E+07    .2377325E+11    .2254588E+29    .3685327E+34        -0.2898205324E+00         0.7483978687E+00         0.1340651287E+01
.1231935E+07    .2347601E+11    .2218764E+29    .3685327E+34        -0.2898055569E+00         0.7484090764E+00         0.1340628644E+01
